ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000173171	MTX1	1	155178490	155183615	1	protein_coding	4580	MTX1	0.198221290051836	-0.480958216	13	21.1	2.11483e-11	rs4460629;rs12752585;rs4971085;rs11264337;rs11264338;rs7556304;rs11264339;rs4421576;rs4276914;rs4971089;rs4072037;rs12411216;rs2974937;rs2066981;rs370545;rs914615;rs2974935;rs2075570;rs28445596;rs2049805;rs2974930;rs2974929;rs2990245;rs4971091;rs4971093;rs4971059;rs3814316;rs11264341;rs4971100;rs4971101;rs2070803;rs7366775;rs423144;rs2075571;rs1057941;rs35154152;rs67579710	2
ENSG00000177628	GBA	1	155204243	155214490	-1	protein_coding	2629	GBA	0.0340405400496017	-0.78504846	32	21.4	1.4258e-09	rs4072037;rs12411216;rs2974937;rs2066981;rs370545;rs914615;rs2974935;rs2075570;rs28445596;rs2049805;rs2974930;rs2974929;rs2990245;rs141942982;rs111508230;rs41264915;rs35154152;rs67579710;rs11580040;rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs10908461;rs6672284;rs11577338;rs3814319;rs4971072	2
ENSG00000160767	FAM189B	1	155216996	155225274	-1	protein_coding	10712	FAM189B	0.000482815313135408	-0.121568494	25	21.4	1.47876e-09	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs10908461;rs6672284;rs11577338;rs3814319;rs4971072	2
ENSG00000116521	SCAMP3	1	155225770	155232221	-1	protein_coding	10067	SCAMP3	0.0128944102681846	-0.24976638	22	21.4	7.2962e-10	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs11577338;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814319;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs4971072;rs10908461;rs6672284	2
ENSG00000176444	CLK2	1	155232659	155248282	-1	protein_coding	1196	CLK2	0.999952949082341	NA	23	21.4	3.82619e-10	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs11577338;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814319;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs4971072;rs10908461;rs6672284	2
ENSG00000143630	HCN3	1	155247374	155259639	1	protein_coding	57657	HCN3	0.0150933826344395	0.374943277	22	15.33	2.63889e-10	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs11577338;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814319;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs4971072;rs10908461;rs6672284	2
ENSG00000143627	PKLR	1	155259630	155271225	-1	protein_coding	5313	PKLR	1.00020289233933e-05	0.059195648	20	15.33	2.30355e-10	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs11577338;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814319;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs4971072;rs10908461;rs6672284	2
ENSG00000160752	FDPS	1	155278539	155290457	1	protein_coding	2224	FDPS	0.00175127849063184	-0.55139783	6	6.538	2.30355e-10	rs11264343;rs12723761;rs3768566;rs4043;rs1045253;rs28595322;rs10796940;rs9628662;rs762488;rs2009578;rs2075569;rs1800442;rs3754485;rs1800438;rs10908459;rs12034326;rs2075568;rs734073;rs734074;rs2361536;rs741756;rs2072647;rs12748155;rs61092432;rs59352002;rs2075566;rs2242577;rs9729564;rs11264348;rs1142287;rs2242576;rs1046188;rs1076556;rs1078699;rs2361543;rs11577338;rs2236864;rs2236863;rs12563994;rs12749306;rs7549276;rs7554780;rs12049375;rs7520184;rs11264352;rs12724449;rs3814319;rs3814318;rs8847;rs932972;rs1052177;rs1052176;rs2071053;rs8177968;rs12067675;rs11264357;rs3020781;rs7524950;rs4971072;rs10908461;rs6672284	2
ENSG00000119772	DNMT3A	2	25455845	25565459	-1	protein_coding	1788	DNMT3A	7.7278751608327e-45	-0.668619794	56	12.68	3.65297e-06	rs754209;rs56197924;rs72810068;rs57976122;rs12999687;rs6739187;rs34655300;rs2015221;rs56218834;rs34635462;rs6711622;rs55928417;rs7596024;rs34048824;rs12995245;rs6546060;rs13401241;rs7587636;rs6756718;rs13024595;rs7575625;rs12987103;rs4517932;rs2384146;rs6713377;rs35241889;rs749131;rs749130;rs934612;rs12104791;rs6546070;rs6722613;rs1865690;rs12993688;rs12987326;rs6728111;rs114974509;rs7596387;rs7581217;rs34589350;rs34729500;rs72810076;rs13036246;rs55799006;rs7560488;rs59611499;rs13023418;rs56185549;rs41284843;rs75904251;rs55893683;rs6728919;rs17745484;rs13413086;rs11895890;rs12995968;rs1550117	3
ENSG00000163083	INHBB	2	121103719	121109384	1	protein_coding	3625	INHBB	0.916829217955213	-1.047897034	7	5.494	2.4289e-05	rs6728735;rs12468790;rs10864990;rs12472262;rs7589138;rs10201826;rs13426044;rs12477233	5
ENSG00000074047	GLI2	2	121493199	121750229	1	protein_coding	2736	GLI2	0.998939595969048	-0.206636178	90	15.79	9.4413e-05	rs1109002;rs62167019;rs17050349;rs13410771;rs13426003;rs17050359;rs62167021;rs13433065;rs4848112;rs4848113;rs10168144;rs10192056;rs72835513;rs9941664;rs72835514;rs55850306;rs12328211;rs12328860;rs12329250;rs10170317;rs10193993;rs10206672;rs7593043;rs7607330;rs35846875;rs896498;rs62150661;rs6744471;rs896494;rs13033537;rs877865;rs877866;rs72835520;rs2084802;rs12613692;rs35981263;rs79074277;rs55956872;rs1814528;rs35910359;rs12998088;rs13008945;rs707482;rs11122812;rs113372449;rs697697;rs79792354;rs62150663;rs707484;rs62150664;rs56287591;rs707485;rs6705603;rs707486;rs62150665;rs13034141;rs34152229;rs34923426;rs34698074;rs13012673;rs4848115;rs72835530;rs2121991;rs13031035;rs71424362;rs35082037;rs12999115;rs17389904;rs707488;rs6757829;rs12471609;rs59105247;rs707489;rs4848624;rs17050378;rs776501;rs11684871;rs62150666;rs776504;rs11901641;rs776505;rs776506;rs34532098;rs12711534;rs12996127;rs4848628;rs11122813;rs707490;rs707491;rs707492;rs4848625;rs4848626;rs4848627;rs2121992;rs17389953;rs35411982;rs10181299;rs77250813;rs2121993;rs747767;rs11122816;rs747766;rs2053989;rs10170242;rs11690997;rs7604538;rs7604784;rs7565812;rs7605011;rs3820723;rs13387552;rs10169652	5
ENSG00000169554	ZEB2	2	145141648	145282147	-1	protein_coding	9839	ZEB2	0.999833866722983	-3.332450679	20	19.56	0.000649073	rs9287360;rs1427297;rs6430059;rs749234;rs749233;rs7600781;rs6755392;rs13410341;rs10197024;rs12624246;rs890583;rs890582;rs4662223;rs1060448;rs12691693;rs78783951;rs1035822;rs4556923;rs7564469;rs6705150	6
ENSG00000114861	FOXP1	3	71003844	71633140	-1	protein_coding	27086	FOXP1	0.999750735055125	-0.080650462	100	19.18	4.87687e-09	rs9844474;rs9840310;rs7633837;rs7640164;rs7626396;rs10212421;rs10212422;rs10212264;rs7644434;rs7647190;rs7647195;rs11714097;rs937839;rs2321694;rs11917612;rs11928310;rs7640269;rs112679411;rs12494677;rs11128214;rs35956082;rs17008640;rs13076017;rs10511018;rs28728260;rs1463951;rs4369992;rs73119179;rs17656441;rs73091728;rs6771130;rs12108053;rs11720951;rs11720980;rs17656603;rs55688819;rs56121004;rs9681728;rs9809818;rs9837708;rs11919503;rs56151722;rs11713996;rs55779916;rs56207020;rs11128216;rs12495031;rs55705945;rs1107719;rs56238933;rs9876212;rs6772376;rs12492180;rs2135548;rs13069719;rs13100114;rs7617596;rs6796804;rs12487658;rs6798507;rs55853340;rs844218;rs6773658;rs9834492;rs13316357;rs9879910;rs78168245;rs6785868;rs6801781;rs17718783;rs17718831;rs7626335;rs6779041;rs1079409;rs13059691;rs830604;rs830649;rs2133627;rs17008713;rs17008723;rs55963092;rs76082446;rs13071807;rs34068332;rs9876924;rs9825432;rs878173;rs878172;rs9817016;rs6789491;rs9828619;rs2322031;rs9866496;rs9853713;rs73094877;rs9866090;rs830606;rs830605;rs830660;rs830661	7
ENSG00000170522	ELOVL6	4	110967002	111120355	-1	protein_coding	79071	ELOVL6	0.97107445684069	0.678359665	20	11.33	0.00479576	rs142728359;rs13102909;rs10019351;rs10019457;rs10009078;rs7695508;rs6533498;rs6837119;rs114799120;rs56080960;rs3813829;rs4698813;rs56175654;rs71603057;rs34601932;rs11098071;rs968600;rs755747;rs3813828;rs6824447	8
ENSG00000112996	MRPS30	5	44809027	44820530	1	protein_coding	10884	MRPS30	5.58147796749342e-05	-0.210522424	35	10.86	4.87229e-66	rs4463188;rs4479849;rs12516900;rs36068815;rs4321755;rs4492118;rs66996829;rs7735881;rs10805686;rs10941677;rs4415084;rs7701466;rs7720551;rs6863598;rs181516187;rs58144701;rs6871484;rs4419600;rs13155752;rs56248730;rs6884702;rs12187196;rs60707950;rs12522626;rs4571480;rs10447145;rs13185555;rs6451770;rs12515012;rs1898701;rs13176502;rs2165009;rs920328;rs1821936;rs1371027;rs10462079;rs714130;rs2013513;rs920329;rs13179137;rs2218081;rs34762678;rs2165010;rs1438825;rs16901937;rs2218080;rs11747159;rs2330572;rs994793;rs1438827;rs11949847;rs7712949;rs13154781;rs11746980;rs67274820;rs16901964;rs16901965;rs6859157;rs6451772;rs7710952;rs7710978;rs11750119;rs6875933;rs2118764;rs1821934;rs7736952;rs2877172;rs13185174;rs727305;rs2330619;rs727304;rs1438820;rs12652026;rs10462080;rs10462081;rs10462082;rs6896417;rs13183209;rs6872254;rs969679;rs7717459;rs13159598;rs10462083;rs3761648;rs3761649;rs3761650;rs13174122;rs11746506;rs12188871;rs11741772;rs7716571;rs7720787;rs9637796;rs9637783;rs2165008;rs4457089;rs930394;rs7730841;rs10512865;rs12656984;rs7703059;rs6867533;rs12513749;rs12518851;rs1048758;rs13155698;rs10038562;rs6896350;rs1371025;rs10064434;rs10072259;rs4596389;rs6451775;rs16901989;rs2330620;rs2083243;rs729599;rs16901990;rs10072025;rs1371024;rs987394;rs1371023;rs7715731;rs7708213;rs7726586;rs4440370;rs4492119;rs4605791;rs4604199;rs4566804;rs930396;rs7703497;rs6451778;rs13362132;rs1438821;rs1837286;rs6451781;rs4373287;rs6871052;rs6893319;rs10053247;rs10057521;rs10065638;rs11958451;rs4395640;rs4518409;rs9292913;rs9292914;rs9292915;rs10059086;rs11951760;rs4412123;rs4866783;rs4866920;rs7705343;rs10040488;rs11948636;rs13157608;rs10069220;rs13187933;rs13168400;rs11948387;rs6868779;rs10045264;rs13356086;rs4391175;rs10044321;rs7718354;rs6883465;rs34115673;rs10035358;rs13154729;rs4591754;rs7356604;rs7734331;rs57300972;rs4129642;rs10060878;rs9790879;rs9790896;rs9791059;rs4866784;rs10039173;rs9791056;rs9791164;rs11957920;rs10070339;rs10060645;rs13179835;rs6880275;rs6870136;rs6881563;rs34501299;rs7702731;rs7703618;rs6895062;rs6874167;rs10077814;rs4866921;rs6451783;rs7707315;rs6871820;rs4298259;rs7736092;rs10941687;rs6451784;rs7728431;rs7708705;rs10042455;rs10038554;rs10044096;rs10041518;rs13153556;rs12109710;rs10063172;rs10473376;rs10473377;rs10057341;rs10073945;rs34325259;rs12517690;rs6875287;rs62366821;rs77918970;rs79732575;rs10941679;rs930395;rs7716600	9
ENSG00000164330	EBF1	5	158122928	158526769	-1	protein_coding	1879	EBF1	0.996264496901181	0.544513848	80	21.5	4.23166e-31	rs2042876;rs7716399;rs35451466;rs10515771;rs7714346;rs7732733;rs3095890;rs17056131;rs6556363;rs12188736;rs11745230;rs72810380;rs57256922;rs2277041;rs2568984;rs2568983;rs31862;rs1549883;rs7709075;rs10068495;rs13359166;rs10072727;rs4704967;rs7725619;rs4704953;rs17712592;rs72810379;rs17056159;rs17634609;rs7730340;rs10064732;rs4704954;rs17056162;rs10476265;rs17056170;rs4704956;rs1541648;rs17056191;rs17056205;rs17056207;rs56286460;rs6860231;rs58889466;rs11740542;rs10067813;rs6876563;rs7709065;rs4704957;rs4704958;rs4704959;rs11745795;rs13164506;rs7720275;rs2116727;rs12657410;rs75669230;rs12651861;rs78280604;rs116590672;rs1368298;rs31864;rs12332693;rs11135046;rs1432679;rs7710925;rs10061900;rs11135047;rs11954193;rs55779000;rs17714952;rs35168311;rs10068867;rs10070743;rs57392066;rs10072741;rs17715000;rs17715065;rs10056564;rs10067607;rs31863	10
