GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
261734       1    5912870    6062618    227      12  500199       1.3065     0.095695
8514         1    6042358    6171253    162      25  500199      0.32514      0.37254
26038        1    6151847    6250194    192      24  500199     -0.82656      0.79576
6146         1    6235080    6269679     48       6  500199     -0.19358      0.57675
388591       1    6256189    6291359     47       7  500199      -1.0011      0.84162
23463        1    6271253    6306044     43       6  500199      -1.4913      0.93206
390992       1    6294252    6315638     26       3  500199      -1.5664      0.94138
387509       1    6297406    6331035     43       4  500199     -0.82385      0.79499
11332        1    6314332    6463826    290      15  500199       1.5177     0.064547
54626        1    6465292    6494724     62       6  500199       1.1871       0.1176
83715        1    6474836    6531004     66       7  500199      0.93855      0.17398
8718         1    6510787    6537432      8       1  500199     -0.71919      0.76399
57449        1    6516152    6590121     96      11  500199      0.50887      0.30542
79707        1    6571407    6624658    123       3  500199     -0.83142      0.79713
80835        1    6604987    6649817     70       5  500199     -0.84339       0.8005
3104         1    6630051    6659340     30       7  500199       1.4093     0.079372
9903         1    6640784    6672958     28       5  500199       2.3349    0.0097738
148479       1    6663756    6694093     25       4  500199       2.4484    0.0071748
90326        1    6674925    6705646     32       4  500199       2.4889    0.0064067
55735        1    6684228    6771966     99       7  500199       3.2408   0.00059599
23261        1    6835384    7839766   1525     127  500199       3.5456   0.00019587
9341         1    7821329    7851492     51      10  500199      0.67852      0.24872
8863         1    7834413    7915241    153      16  500199       1.6348     0.051045
10911        1    7897672    7923551     59      12  500199       2.1479     0.015863
3604         1    7965931    8013225     52       6  500199      0.63102      0.26401
11315        1    8011714    8055342     33       4  500199     -0.38041      0.64818
54206        1    8061779    8096393     23       3  500199     -0.41027       0.6592
50651        1    8368171    8414227     88      11  500199       2.4484    0.0071741
473          1    8402464    8887699    397      13  500199       4.6623   1.5633e-06
2023         1    8911059    8949151     42       4  500199       1.0334      0.15072
765          1    8995893    9045151     97      22  500199      0.57769      0.28174
155184       1    9053359    9096404    109      21  500199     -0.44882      0.67322
6518         1    9087005    9141763    140      16  500199      -2.1763      0.98523
80045        1    9153472    9199229     75       8  500199    -0.094555      0.53767
9563         1    9284822    9341396    122      15  500199     -0.39886        0.655
80176        1    9325202    9439591    273      37  500199      0.24362      0.40376
84275        1    9589528    9652831     46       2  500199       1.4335     0.075856
199953       1    9638932    9684935     34       2  500199       1.3782     0.084069
5293         1    9701789    9799172    105      15  500199      0.57379      0.28306
22883        1    9779079    9894550     89       4  500199    -0.030862      0.51231
56998        1    9898334    9980316     47       4  500199     -0.85291      0.80314
84328        1    9972168   10013460     57       6  500199     -0.72697      0.76638
64802        1    9993486   10055556     63       6  500199      -1.2252      0.88976
116362       1   10047255   10086078     29       3  500199     -0.27732      0.60923
10277        1   10083041   10251297     89      12  500199     0.099124      0.46052
23095        1   10260606   10451664    262       7  500199      0.57391      0.28302
5226         1   10448884   10490565     76       9  500199      0.91327      0.18055
378708       1   10479944   10520239     73       7  500199      0.96502      0.16727
100526739    1   10480159   10522060     74       7  500199       0.9644      0.16742
1325         1   10499776   10522060     25       3  500199       1.0451      0.14799
1676         1   10510588   10542613     36       6  500199       0.7486      0.22705
5195         1   10525003   10700815    275      17  500199     0.069957      0.47211
54897        1   10686661   10866733    223      43  500199       0.8816        0.189
148345       1   10996530   11052094    121      14  500199      -1.4368      0.92461
23435        1   11062462   11095549     51       5  500199     -0.11161      0.54443
10747        1   11076580   11117296     57       5  500199   0.00076239       0.4997
6723         1   11104649   11130091     49       4  500199    -0.070117      0.52795
5394         1   11116675   11169961    114       4  500199      0.35437      0.36153
2475         1   11156588   11332614    274       6  500199      0.28772      0.38678
10218        1   11239346   11266038     35       2  500199      0.47493      0.31742
29914        1   11323255   11358491     28       3  500199       1.0402      0.14912
57540        1   11529295   11607640    145      11  500199       1.3453     0.089261
26232        1   11697924   11724888     31      10  500199       1.8803     0.030035
93611        1   11704432   11733384     39      10  500199      0.54195      0.29393
26270        1   11714150   11744411     59      10  500199      -0.7131      0.76211
10459        1   11724537   11761678     79      15  500199     -0.66005      0.74539
374946       1   11741781   11790336     94      20  500199      0.35521      0.36122
57085        1   11786142   11820828     50       9  500199     -0.41364      0.66043
284498       1   11813827   11859642    134       8  500199      0.19901      0.42113
4524         1   11835787   11876160    143       7  500199       0.5267       0.2992
1185         1   11856153   11913201    146       8  500199      0.68619       0.2463
4878         1   11895766   11917840     45       7  500199     -0.19068      0.57561
4879         1   11907521   11928992     39       7  500199     -0.26226      0.60344
90231        1   11969645   11996485     57       7  500199      -0.1865      0.57398
5351         1   11984724   12045599    109      10  500199       0.2773      0.39077
9927         1   12030238   12083572    100       9  500199      0.53341      0.29687
60672        1   12069299   12102106     38       6  500199       1.3079     0.095459
943          1   12113434   12214264    129      27  500199       1.3186     0.093645
7133         1   12217044   12279279     83      12  500199       1.4503     0.073488
55187        1   12280101   12582099    200      12  500199      0.54688      0.29223
9249         1   12617939   12687820    156      23  500199       0.1339      0.44674
343066       1   12694566   12737097     31       2  500199       1.2102      0.11309
126767       1   12766118   12798726     52       5  500199      0.19704       0.4219
93190        1   12796163   12831102     61       4  500199      0.42267      0.33627
390999       1   12824984   12848049     19       3  500199      0.54456      0.29303
65121        1   12841546   12866777      8       1  500199       2.1407     0.016149
440563       1   13172960   13194326      8       1  500199      -1.0296       0.8484
126755       1   13791445   13850242    146      25  500199      -1.1611       0.8772
10630        1   13900252   13954452    112      21  500199     -0.93008      0.82384
7799         1   14016714   14161574    138      19  500199      -1.5079      0.93421
23254        1   14209646   15454544   2566     220  500199        2.091     0.018262
55092        1   15469028   15556974    320      21  500199      0.23504      0.40709
727684       1   15480692   15508120     65       8  500199     -0.66136      0.74581
114827       1   15563730   15734767    292      26  500199       2.1773     0.014729
79180        1   15726391   15766839     42       8  500199       2.1079     0.017519
11330        1   15754938   15783153     30       4  500199       1.3717     0.085073
63036        1   15773223   15808586     58       8  500199      0.30317      0.38088
51032        1   15792596   15827895     68       7  500199      -2.0771      0.98111
842          1   15807896   15861407    137       6  500199     -0.71501       0.7627
23341        1   15843343   15908228    113       5  500199     -0.75309       0.7743
79814        1   15888194   15921605     95       5  500199      -1.3645       0.9138
84301        1   15933953   16005539     91       2  500199     -0.55763      0.71145
6248         1   15976364   15998217     26       2  500199      -1.0245       0.8472
23207        1   16000632   16071264     99       5  500199     -0.87854      0.81017
284723       1   16052721   16077884     26       3  500199       0.3862      0.34967
388595       1   16058987   16084292     28       4  500199      0.25615      0.39892
54751        1   16073107   16123089     63       8  500199       1.0353      0.15027
440567       1   16123657   16144194     34       5  500199      0.78223      0.21704
23013        1   16164359   16276951     86       6  500199      0.45042       0.3262
7709         1   16258364   16312627     43       5  500199      0.30264      0.38108
101928566    1   16292626   16333701     92       8  500199     -0.07411      0.52954
149563       1   16320731   16343184     84       8  500199    -0.046247      0.51844
27129        1   16330523   16356084     79       7  500199     -0.31151      0.62229
1187         1   16338486   16370548     96       9  500199     0.017227      0.49313
1188         1   16360231   16393821     88      11  500199      0.95626      0.16947
348487       1   16374264   16410127     66       6  500199      0.95278      0.17035
1969         1   16440832   16492582     59       8  500199      0.17085      0.43217
128272       1   16514599   16549104     68       4  500199      0.71179       0.2383
101927546    1   16541343   16563528     25       3  500199      0.13492      0.44634
79363        1   16548182   16573659     26       3  500199      0.13628       0.4458
54455        1   16563339   16688965    144       5  500199    -0.081153      0.53234
26099        1   16683525   16734643     47       4  500199      0.66124      0.25423
374955       1   16712101   16773919     63      10  500199       1.6048     0.054269
55707        1   16757167   16796585     40       4  500199      0.34387      0.36547
9696         1   17238445   17309474     42       7  500199     -0.34703      0.63572
4237         1   17290997   17318081     34       4  500199     -0.32257      0.62649
23400        1   17302453   17348467     56       5  500199     -0.84468      0.80086
6390         1   17335217   17390665    107       7  500199      -2.4302      0.99246
11240        1   17383256   17455948    212      11  500199      -0.6241      0.73372
29943        1   17521621   17582501    140      26  500199      -0.2861       0.6126
51702        1   17565593   17620728    126      16  500199      0.30461      0.38033
23569        1   17624690   17700495    263      15  500199        1.814     0.034842
353238       1   17688741   17738195    162      11  500199      0.58679      0.27867
55920        1   17723251   17776250     78       5  500199     -0.29746      0.61694
55160        1   17836693   18034370    230      19  500199       -1.982      0.97626
81569        1   18071808   18163558    127      13  500199       4.5008   3.3852e-06
84966        1   18424240   18714977    602      79  500199       2.7324    0.0031439
127707       1   18797424   18822540     76       9  500199      0.76276       0.2228
5081         1   18947500   19085360    200      35  500199     -0.24781      0.59786
80834        1   19156093   19196155    124      21  500199       1.9954     0.022997
8659         1   19187924   19239293     94      18  500199    -0.061437      0.52449
126917       1   19220774   19292826    108      14  500199      0.37656      0.35325
23352        1   19391000   19546812    125       7  500199       1.8098     0.035161
23065        1   19532158   19588053     88       9  500199      0.75303      0.22571
51154        1   19568075   19596622     63       8  500199      0.85948      0.19504
22977        1   19599057   19625280     24       6  500199       1.8205     0.034343
8574         1   19619202   19648640     52       9  500199        3.253   0.00057105
54896        1   19628740   19668925     90      10  500199       1.8737     0.030487
832          1   19655267   19822066    350      17  500199      0.58006      0.28094
440574       1   19913471   19966315     57       9  500199     -0.74922      0.77314
100532736    1   19913471   19994949    118      19  500199     -0.18669      0.57405
4681         1   19959723   19994949     75      15  500199      0.26249      0.39647
3362         1   19981780   20016055     58       6  500199        1.109      0.13372
255104       1   19998706   20136424    193      29  500199      0.71159      0.23836
54546        1   20130522   20151771     52      14  500199     -0.72671       0.7663
23252        1   20198356   20249438     51       6  500199      0.91461       0.1802
30814        1   20236800   20260110     41       7  500199     -0.41584      0.66124
5320         1   20291924   20316932     48       8  500199       1.4135     0.078757
5322         1   20376157   20428394     84      11  500199      0.50484      0.30683
26279        1   20429143   20456059     41      11  500199     -0.62339      0.73349
64600        1   20455823   20486879     30       8  500199      0.95779      0.16908
391013       1   20480484   20511687     46       8  500199      0.85661      0.19583
127733       1   20502578   20532540     18       3  500199      -0.1824      0.57237
127731       1   20607412   20691662    124      11  500199       1.5476     0.060864
55450        1   20798884   20822728     19       5  500199      -1.0505      0.85324
79594        1   20815941   20844674     25       4  500199     -0.20177      0.57995
163933       1   20868932   20891513     49       9  500199      0.37123      0.35523
978          1   20905444   20955401    177      17  500199       1.3796     0.083859
65018        1   20949948   20988004     95       9  500199      -0.7477      0.77268
1650         1   20968260   20998037     69       7  500199      -0.4097      0.65899
57576        1   20980475   21054317    138      31  500199      0.81195      0.20841
400745       1   21036225   21069133     59       9  500199        1.972     0.024305
50809        1   21059170   21123808     58       4  500199       2.6717    0.0037737
8672         1   21122785   21513381    370       8  500199       2.6738    0.0037497
1889         1   21533740   21682034    164      21  500199       1.9031     0.028515
84224        1   21756583   21821393    114       8  500199      0.81147      0.20855
249          1   21825475   21914905    191      22  500199      0.35469      0.36141
5909         1   21912708   22006010    197      34  500199       2.3769    0.0087283
84196        1   21994791   22119688    119      12  500199      0.57184      0.28372
401944       1   22128758   22161714     38       7  500199      -1.2308       0.8908
3339         1   22138737   22273750    147      13  500199     -0.55457      0.71041
23436        1   22293418   22325847    117      11  500199     -0.77589      0.78109
10136        1   22318149   22349035     22       5  500199     -0.59836       0.7252
998          1   22369120   22429439     40       3  500199      -2.1404      0.98384
54361        1   22433798   22480474     57       8  500199     -0.25866      0.60205
9923         1   22768344   22867650     76       6  500199      0.10838      0.45685
2046         1   22880004   22940087    125      18  500199     -0.28705      0.61296
712          1   22953118   22976175     52       5  500199      -0.3687      0.64383
714          1   22959969   22984603     65       6  500199     -0.88658      0.81235
713          1   22969682   22998130     59       7  500199      -2.0055      0.97755
2048         1   23027263   23251823    274      31  500199       4.7996   7.9506e-07
646262       1   23269536   23309524     78       9  500199      0.64764      0.25861
729059       1   23327327   23352343     20       2  500199      0.44189      0.32929
23028        1   23335937   23420184     64       4  500199       0.6109      0.27063
7798         1   23400516   23514301    119       8  500199       1.6243     0.052157
3352         1   23508388   23531222     58       3  500199       2.6976    0.0034921
10236        1   23625953   23681143     27       2  500199     -0.04322      0.51724
80818        1   23675941   23706357     46       5  500199     -0.17438      0.56922
6920         1   23697555   23761269     93      12  500199     -0.37873      0.64756
55616        1   23745056   23820750     63       6  500199     -0.99961      0.84125
1870         1   23822920   23867712     41       7  500199      0.69236      0.24436
3399         1   23874421   23896285     26       6  500199      0.62102      0.26729
6135         1   24008269   24032915     21       4  500199       1.7042     0.044174
6924         1   24059856   24098549     15       4  500199       1.1818      0.11864
57095        1   24094876   24124722      7       2  500199       1.6891     0.045602
11313        1   24107275   24132029      6       2  500199        1.202      0.11468
2582         1   24112089   24137294     13       2  500199       1.1961      0.11583
3155         1   24118367   24175110     37       2  500199       1.0009      0.15843
2517         1   24161567   24204859     83       3  500199       1.8572     0.031639
1269         1   24187005   24295549    185      10  500199       1.7374     0.041154
127294       1   24372531   24448665    160      15  500199       2.3198     0.010175
58985        1   24436261   24479783     58      10  500199     -0.85884      0.80478
163702       1   24470647   24523765    130      16  500199     -0.20753       0.5822
57822        1   24635812   24700972     71      14  500199      0.16975      0.43261
90529        1   24673489   24751587    114       9  500199      0.11503      0.45421
57185        1   24732245   24809473    124       9  500199      -1.0569      0.85472
11123        1   24818841   24873510     83       9  500199     -0.65431      0.74354
400746       1   24872567   24945819    214      25  500199        1.198      0.11545
10250        1   24959594   25009772     23       3  500199      0.74038      0.22954
25932        1   25061760   25180815     59       3  500199       1.2574      0.10431
864          1   25216002   25301648    145      19  500199     -0.21783      0.58622
25949        1   25538767   25569013      2       1  500199       2.1534     0.015643
57035        1   25558740   25584010      3       1  500199      0.38415      0.35043
23585        1   25654789   25698852     14       2  500199      0.43155      0.33303
6006         1   25677853   25757363     47       1  500199     -0.42944       0.6662
55219        1   25747388   25836700     80       2  500199     -0.48918      0.68764
26119        1   25860071   25905377     54       6  500199      0.96736      0.16668
57134        1   25933959   26121258    128      14  500199       1.0154      0.15496
57190        1   26116667   26154713     58       4  500199       2.7028    0.0034375
56181        1   26136397   26169433     49       2  500199       1.8551     0.031794
79000        1   26148414   26195939     70       2  500199       1.9568     0.025185
164091       1   26177975   26212461     31       3  500199       3.3441   0.00041279
3925         1   26200670   26243368     37       2  500199       3.5701   0.00017841
5051         1   26276258   26336366     84       4  500199      0.28032      0.38961
2134         1   26338266   26372955     39       4  500199     -0.40908      0.65876
7780         1   26354513   26383439     37       3  500199     -0.46661      0.67961
84676        1   26367792   26404142     61       4  500199     -0.16874        0.567
149420       1   26427656   26462039     56       1  500199      0.34752       0.3641
79927        1   26475511   26499119     40       6  500199      0.58262      0.28007
51042        1   26486388   26507364     40       5  500199      0.97701      0.16428
10256        1   26493981   26526375     66       8  500199      0.76356      0.22256
378807       1   26507119   26539033     64      11  500199      0.50722        0.306
64793        1   26550644   26615529    153      10  500199     0.064435      0.47431
83442        1   26596213   26618013     59       6  500199     -0.29421       0.6157
91544        1   26598773   26654756    142       9  500199     -0.26051      0.60277
1043         1   26634411   26657014     63       8  500199     -0.27354      0.60778
55057        1   26638350   26690621    143      16  500199      0.86086      0.19466
257101       1   26678125   26711023     87      11  500199      0.43461      0.33192
79727        1   26727269   26766219     48       8  500199      0.69479      0.24359
79947        1   26748773   26807797     51       7  500199       1.9023     0.028564
3151         1   26788902   26813133     22       4  500199       2.0397     0.020688
6195         1   26846249   26911520     88      10  500199       1.7094      0.04369
101928728    1   27008623   27032896      8       2  500199     -0.85207      0.80291
8289         1   27012522   27118601     54       3  500199    -0.017893      0.50714
55650        1   27103739   27134894      4       2  500199     -0.48492      0.68613
84243        1   27143201   27194092     25       3  500199     -0.11647      0.54636
2810         1   27179633   27200947     13       2  500199     -0.62552      0.73419
54707        1   27195872   27226869     19       2  500199     -0.61096      0.72939
63906        1   27206979   27236962     15       2  500199     -0.75322      0.77434
8431         1   27227975   27250567     13       2  500199       0.7152      0.23724
10726        1   27238187   27283362     16       3  500199      0.16102      0.43604
126695       1   27266047   27296901     10       2  500199     -0.37694      0.64689
388610       1   27310189   27337377      3       2  500199     -0.55851      0.71175
115572       1   27321511   27349333      4       2  500199      0.25832      0.39808
6548         1   27415300   27491621     46       2  500199       2.0522     0.020077
23038        1   27551007   27645124     47       6  500199      0.88278      0.18868
84065        1   27638636   27672891     26       5  500199       1.2321      0.10896
84958        1   27658483   27690423     28       5  500199       1.5017     0.066589
9064         1   27671670   27703558     20       4  500199       1.0909      0.13767
8547         1   27685601   27711315     15       3  500199      0.67401      0.25015
388611       1   27695596   27719823      8       2  500199      0.80502       0.2104
2827         1   27709148   27732318      5       2  500199       2.0611     0.019646
10163        1   27720734   27826678     60       1  500199        1.068      0.14276
27245        1   27850756   27940463      7       3  500199      -1.0384      0.85045
2268         1   27928800   27971727     13       4  500199      0.14338        0.443
2537         1   27982572   28008724     16       2  500199      -1.1837      0.88173
199870       1   28042490   28099426     57       1  500199      0.66365      0.25346
23673        1   28089694   28160963     37       2  500199      0.95651      0.16941
5511         1   28147252   28188183     21       2  500199       1.4004     0.080696
9473         1   28189055   28223196     57       7  500199      -0.5443      0.70688
6118         1   28208035   28251255     86       5  500199      -1.6907      0.95456
27293        1   28251456   28295663    100       8  500199      -1.0761      0.85906
55113        1   28276504   28304604     28       7  500199     -0.29704      0.61678
2140         1   28286855   28425173    124       8  500199     -0.50133      0.69193
5724         1   28463677   28530447     29       3  500199    -0.028418      0.51134
22826        1   28516789   28569542     68       2  500199      0.27779      0.39059
93974        1   28552602   28574616     38       1  500199      0.19203      0.42386
83667        1   28575963   28619002     34       2  500199      0.73188      0.23212
54797        1   28645513   28672478     20       2  500199       2.9543    0.0015671
65979        1   28686093   28836881    215       2  500199       2.8524    0.0021697
1104         1   28822455   28875708     31       2  500199       3.0844    0.0010198
54952        1   28869529   28915057     29       2  500199        3.429   0.00030286
115273       1   28908712   28931098      6       2  500199       2.9515    0.0015811
6883         1   28919608   28985416     27       2  500199       2.9081    0.0018181
10691        1   28985234   29052115     46       3  500199       1.0116      0.15587
51441        1   29053133   29106287     38       2  500199      0.30807      0.37902
4985         1   29128654   29200208    122      13  500199       2.6288     0.004284
2035         1   29203603   29456558    214      15  500199      0.50762      0.30586
399474       1   29435937   29460421     27       3  500199      0.43637      0.33128
6429         1   29464250   29518637     59       7  500199      -0.1476      0.55867
51102        1   29509385   29567460     76       7  500199     -0.19347      0.57671
10076        1   29553028   29663325    146      17  500199     -0.20187      0.57999
4146         1   31174124   31206432    102       9  500199      0.92027      0.17872
7805         1   31195315   31240683     58      13  500199      0.48108      0.31523
9672         1   31332313   31391480     67      17  500199    -0.057262      0.52283
9698         1   31394353   31548838    115       6  500199      0.19525       0.4226
79570        1   31642592   31722734    205      14  500199     -0.53767       0.7046
9410         1   31722415   31779644     87       4  500199      -1.2391      0.89235
51538        1   31759832   31848569    125       5  500199       -0.849      0.80206
2170         1   31828100   31855923     31       4  500199     -0.95316      0.82975
347735       1   31872412   31917527    107       7  500199      0.87533       0.1907
64129        1   32032086   32063290     22       7  500199      0.69356      0.24398
3061         1   32073290   32103214     30       2  500199     -0.24633      0.59729
553115       1   32085463   32120838     31       2  500199     -0.31843      0.62492
1307         1   32107848   32179768     78      10  500199      -1.0743      0.85865
576          1   32182718   32240494     28       5  500199       1.7606     0.039155
90853        1   32246023   32291630     51       8  500199      0.47095      0.31884
8073         1   32362022   32413988     20       3  500199       1.1374      0.12768
10657        1   32469295   32536460     12       2  500199      0.06778      0.47298
55116        1   32528503   32578467     31       2  500199     0.099219      0.46048
23633        1   32563644   32652169     45       1  500199    -0.028182      0.51124
200081       1   32635293   32673886     24       2  500199     -0.18987       0.5753
79140        1   32656202   32680991     18       3  500199     -0.29684       0.6167
55721        1   32661236   32684288     15       3  500199     -0.37115      0.64474
149069       1   32664695   32691797     22       3  500199     -0.25045      0.59888
56063        1   32670040   32697954     23       2  500199    -0.059623      0.52377
8668         1   32677971   32707205     29       2  500199     -0.10877      0.54331
84734        1   32702818   32724461     23       2  500199     -0.75376       0.7745
3932         1   32706840   32761766     22       4  500199       -1.378       0.9159
3065         1   32747708   32809227      3       2  500199     -0.31708      0.62441
81629        1   32808365   32840098      2       1  500199      0.93218      0.17562
100128071    1   32816871   32837844      2       1  500199      0.93218      0.17562
55108        1   32820704   32870062      3       1  500199      0.64268      0.26022
728116       1   32920658   32963460     11       2  500199     -0.41082       0.6594
653121       1   32994772   33081542     61       5  500199      -1.7064      0.95603
339487       1   33076421   33126565     60       2  500199      -1.2897      0.90142
5928         1   33106749   33161812     62       2  500199      -1.5813      0.94309
81493        1   33135507   33178361     41       3  500199      -1.7798      0.96244
57648        1   33197492   33250571     38       7  500199     0.029198      0.48835
8565         1   33230840   33293633     46       3  500199      -1.0828      0.86055
64766        1   33272368   33334480     33       3  500199      -1.1532      0.87558
252995       1   33317869   33348093     16       3  500199      -1.2017      0.88525
3208         1   33341688   33370247      8       2  500199     -0.71677      0.76324
113452       1   33350196   33377041      6       2  500199      0.92255      0.17812
127544       1   33392050   33440467     35       2  500199      0.48081      0.31533
204          1   33463541   33512512     39       1  500199      -0.0174      0.50694
113451       1   33536711   33596132     40       2  500199      0.86581       0.1933
55223        1   33601000   33657671     72       3  500199      0.96766      0.16661
149076       1   33711908   33776321     59       5  500199       1.5406      0.06171
127550       1   33762367   33796699     51       6  500199       2.3736    0.0088074
1912         1   33779224   33851194    106       9  500199       2.1836     0.014496
7579         1   33928232   33972105     57       4  500199      0.19117      0.42419
114784       1   33969609   34641443   1041      93  500199       2.0875     0.018422
127540       1   34316076   34340392     13       3  500199      0.74798      0.22724
84970        1   34622624   34694732    129      16  500199      0.62972      0.26444
2709         1   35210648   35234113     53       8  500199      0.15801      0.43722
127534       1   35215342   35239325     57       7  500199     -0.12806      0.55095
2707         1   35236790   35261967     53       9  500199      -1.3417      0.91016
2701         1   35248559   35271351     50       8  500199      -1.1613      0.87724
113444       1   35305963   35335417     39      10  500199     -0.30589      0.62016
58512        1   35321037   35401083     56      14  500199       0.4308      0.33331
100506144    1   35437127   35460948     23       1  500199      0.63111      0.26398
9204         1   35441766   35507569     64       2  500199      0.59677      0.27533
79830        1   35515387   35591460     62       4  500199      0.21375      0.41537
6421         1   35631981   35668766     55       4  500199     -0.96805      0.83349
9202         1   35724444   35897545    125       6  500199      0.44199      0.32925
79932        1   35889091   36033037     83       4  500199       1.0959      0.13656
23154        1   36013311   36042380     19       3  500199      0.72457      0.23436
339488       1   36028971   36070929     28       4  500199      0.49821      0.30917
5690         1   36030259   36117445     46       5  500199      0.58615      0.27889
127703       1   36169477   36194790     17       3  500199    -0.059276      0.52363
63967        1   36175819   36245568     48       4  500199    -0.064372      0.52566
192670       1   36263231   36333491     32       4  500199      0.55914      0.28803
26523        1   36325412   36405211     21       2  500199      -0.2919      0.61482
192669       1   36386364   36532360     36       3  500199       0.0671      0.47325
27285        1   36539676   36563877      8       1  500199      0.85508      0.19625
54936        1   36544453   36569533     13       3  500199       1.3605      0.08684
1296         1   36550840   36601305     41       5  500199       1.7439      0.04059
27095        1   36592170   36631654     27       2  500199       2.1175     0.017109
55700        1   36611751   36656450     26       2  500199       2.2132     0.013444
9967         1   36680017   36780958     33       3  500199       1.3231     0.092907
79729        1   36761889   36803544     24       4  500199        1.125      0.13029
55194        1   36777631   36800567     16       4  500199       1.1986      0.11534
83931        1   36795225   36861525     60       8  500199      0.87267      0.19142
84967        1   36849031   36873493     58       4  500199      0.97754      0.16415
127700       1   36873507   36926086    154       8  500199      0.38465      0.35025
64960        1   36911362   36940040     58       5  500199      0.85906      0.19515
1441         1   36921644   36958915     49       8  500199       1.2353      0.10836
2899         1   37251128   37509844    284      26  500199       1.7607     0.039145
