GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
9903         1    6640784    6672958     28       5  130263       4.3476   6.8806e-06
148479       1    6663756    6694093     24       3  130263       4.5454    2.742e-06
90326        1    6674925    6705646     31       4  130263       4.8727   5.5037e-07
55735        1    6684228    6771966     95       7  130263       5.3334   4.8194e-08
23261        1    6835384    7839766   1509     131  130263       1.2298      0.10939
9341         1    7821329    7851492     49      10  130263      0.93015      0.17615
8863         1    7834413    7915241    148      16  130263      0.21846      0.41354
10911        1    7897672    7923551     59      12  130263     -0.35091      0.63717
3604         1    7965931    8013225     53       6  130263     -0.26633      0.60501
11315        1    8011714    8055342     32       3  130263     -0.20441      0.58098
54206        1    8061779    8096393     22       3  130263      0.21154      0.41623
50651        1    8368171    8414227     84      11  130263       4.9438    3.831e-07
473          1    8402464    8887699    393      13  130263       4.8379   6.5618e-07
2023         1    8911059    8949151     40       4  130263       1.8047     0.035562
765          1    8995893    9045151    100      23  130263      0.95742      0.16918
155184       1    9053359    9096404    105      21  130263       0.1902      0.42458
6518         1    9087005    9141763    129      15  130263     -0.72311      0.76519
80045        1    9153472    9199229     72       8  130263       1.4695     0.070849
9563         1    9284822    9341396    119      15  130263       1.2169      0.11181
80176        1    9325202    9439591    269      38  130263       1.8274     0.033817
84275        1    9589528    9652831     42       2  130263       -1.328      0.90791
199953       1    9638932    9684935     34       2  130263     -0.66278      0.74627
5293         1    9701789    9799172     98      15  130263      0.92299      0.17801
22883        1    9779079    9894550     82       4  130263     -0.22274      0.58813
56998        1    9898334    9980316     45       4  130263       -0.199      0.57887
84328        1    9972168   10013460     52       6  130263      -1.2942       0.9022
64802        1    9993486   10055556     59       6  130263     -0.98668       0.8381
116362       1   10047255   10086078     26       3  130263     -0.73958      0.77022
10277        1   10083041   10251297     76      10  130263     -0.69158       0.7554
23095        1   10260606   10451664    248       9  130263      0.80711       0.2098
5226         1   10448884   10490565     74       9  130263        0.695      0.24353
378708       1   10479944   10520239     66       6  130263      0.17962      0.42872
100526739    1   10480159   10522060     66       6  130263      0.17962      0.42872
1325         1   10499776   10522060     20       2  130263      0.61652      0.26877
1676         1   10510588   10542613     28       5  130263      0.61361      0.26974
5195         1   10525003   10700815    241      18  130263     -0.69075      0.75514
54897        1   10686661   10866733    234      46  130263      0.43167      0.33299
148345       1   10996530   11052094    116      15  130263     -0.92488      0.82249
23435        1   11062462   11095549     50       5  130263       2.5514    0.0053641
10747        1   11076580   11117296     54       5  130263       1.7617     0.039061
6723         1   11104649   11130091     43       4  130263     -0.24879      0.59824
5394         1   11116675   11169961    109       4  130263     -0.27953      0.61008
2475         1   11156588   11332614    271       6  130263    -0.097697      0.53891
10218        1   11239346   11266038     35       2  130263      0.17169      0.43184
29914        1   11323255   11358491     28       3  130263     -0.24351      0.59619
57540        1   11529295   11607640    143      11  130263       3.0005    0.0013475
26232        1   11697924   11724888     36      11  130263     -0.35613      0.63913
93611        1   11704432   11733384     40      12  130263      -0.7736      0.78042
26270        1   11714150   11744411     53      10  130263     -0.41942      0.66255
10459        1   11724537   11761678     75      15  130263     -0.24549      0.59696
374946       1   11741781   11790336     94      20  130263       1.8469     0.032381
57085        1   11786142   11820828     57       9  130263       1.3208     0.093288
284498       1   11813827   11859642    136       9  130263        1.404     0.080156
4524         1   11835787   11876160    139       7  130263       1.2951      0.09764
1185         1   11856153   11913201    133       8  130263       1.1292      0.12941
4878         1   11895766   11917840     41       7  130263      0.51393      0.30365
4879         1   11907521   11928992     39       7  130263      0.29788       0.3829
90231        1   11969645   11996485     49       7  130263       1.0047      0.15752
5351         1   11984724   12045599    104      10  130263      0.76317      0.22268
9927         1   12030238   12083572     90       9  130263      0.36108      0.35902
60672        1   12069299   12102106     39       7  130263     -0.15868      0.56304
943          1   12113434   12214264    151      32  130263        3.027    0.0012349
7133         1   12217044   12279279     92      14  130263      -1.1554      0.87605
55187        1   12280101   12582099    154      10  130263      0.59178        0.277
9249         1   12617939   12687820    154      23  130263      -1.9856      0.97646
343066       1   12694566   12737097     35       3  130263      0.82387      0.20501
126767       1   12766118   12798726     53       5  130263       1.3111     0.094906
93190        1   12796163   12831102     58       4  130263      0.72645      0.23378
390999       1   12824984   12848049     18       3  130263      0.28874      0.38639
65121        1   12841546   12866777     28       3  130263      -2.5691       0.9949
440560       1   12874468   12901264     21       4  130263      -2.1815      0.98543
343069       1   12897261   12918578     11       3  130263      -1.4774      0.93022
65122        1   12906941   12931764      6       2  130263     -0.98941      0.83877
343071       1   12942727   12968094      1       1  130263      0.53276       0.2971
440563       1   13172960   13194326     32       4  130263       1.3102     0.095066
343068       1   13349819   13379057      1       1  130263      -1.8453       0.9675
391002       1   13376646   13400765      2       1  130263       2.1026      0.01775
391003       1   13464053   13487569      1       1  130263     -0.58225       0.7198
126755       1   13791445   13850242    151      28  130263       1.4051     0.079998
10630        1   13900252   13954452    116      22  130263       1.5774     0.057355
7799         1   14016714   14161574    135      19  130263        2.075     0.018993
23254        1   14209646   15454544   2538     217  130263       2.4379    0.0073857
55092        1   15469028   15556974    309      20  130263      -1.7486      0.95982
727684       1   15480692   15508120     65       8  130263     -0.55822      0.71165
114827       1   15563730   15734767    316      32  130263       1.4434     0.074451
79180        1   15726391   15766839     49       9  130263       1.1839      0.11823
11330        1   15754938   15783153     30       4  130263     -0.12767      0.55079
63036        1   15773223   15808586     54       8  130263      -1.6836      0.95387
51032        1   15792596   15827895     63       6  130263     0.029233      0.48834
842          1   15807896   15861407    134       6  130263      0.48909      0.31239
23341        1   15843343   15908228    105       5  130263      0.12563      0.45001
79814        1   15888194   15921605     82       5  130263      0.59898      0.27459
84301        1   15933953   16005539     84       2  130263       1.0042      0.15763
6248         1   15976364   15998217     25       2  130263       1.0849      0.13899
23207        1   16000632   16071264     96       5  130263       1.2148      0.11222
284723       1   16052721   16077884     25       3  130263       1.0507       0.1467
388595       1   16058987   16084292     28       4  130263      0.67596      0.24953
54751        1   16073107   16123089     61       8  130263     -0.34425      0.63467
440567       1   16123657   16144194     30       4  130263       -1.194      0.88377
23013        1   16164359   16276951     83       6  130263      0.61882      0.26802
7709         1   16258364   16312627     42       5  130263      0.32158      0.37389
101928566    1   16292626   16333701     90       8  130263      0.73876      0.23003
149563       1   16320731   16343184     83       8  130263       0.4227      0.33626
27129        1   16330523   16356084     79       7  130263     0.049795      0.48014
1187         1   16338486   16370548    101       9  130263     -0.18971      0.57523
1188         1   16360231   16393821     85      10  130263      0.13891      0.44476
348487       1   16374264   16410127     56       5  130263      0.63321       0.2633
1969         1   16440832   16492582     63       9  130263      0.90295      0.18328
128272       1   16514599   16549104     58       4  130263      0.68491       0.2467
101927546    1   16541343   16563528     25       3  130263       1.2187      0.11147
79363        1   16548182   16573659     26       3  130263       1.2657      0.10282
54455        1   16563339   16688965    137       5  130263       1.2986     0.097046
26099        1   16683525   16734643     42       4  130263       0.5345       0.2965
374955       1   16712101   16773919     60      10  130263      0.59896       0.2746
55707        1   16757167   16796585     38       4  130263       1.7264     0.042135
100133301    1   16855561   16876198      1       1  130263      0.38802        0.349
55672        1   16878922   16950100      3       2  130263     -0.57425       0.7171
729574       1   16989498   17010007     10       3  130263       2.6277    0.0042979
9696         1   17238445   17309474     42       6  130263       1.0156       0.1549
4237         1   17290997   17318081     31       4  130263       1.6325     0.051286
23400        1   17302453   17348467     53       5  130263       1.5209     0.064148
6390         1   17335217   17390665    107       7  130263       1.9083     0.028175
11240        1   17383256   17455948    199      11  130263       1.8531     0.031934
29943        1   17521621   17582501    146      28  130263      0.32227      0.37362
51702        1   17565593   17620728    126      17  130263     -0.33669      0.63182
23569        1   17624690   17700495    242      20  130263     -0.22845      0.59035
353238       1   17688741   17738195    157      11  130263        1.133      0.12861
55920        1   17723251   17776250     75       5  130263       1.2182      0.11157
55160        1   17836693   18034370    223      18  130263      0.74516      0.22809
81569        1   18071808   18163558    156      15  130263      -1.1484      0.87459
84966        1   18424240   18714977    605      79  130263       2.4078    0.0080243
127707       1   18797424   18822540     74       9  130263      0.90362       0.1831
5081         1   18947500   19085360    202      37  130263       1.7126     0.043392
80834        1   19156093   19196155    126      21  130263      -1.9694      0.97555
8659         1   19187924   19239293     96      18  130263       -0.921      0.82148
126917       1   19220774   19292826    113      15  130263      0.37946      0.35217
23352        1   19391000   19546812    120       6  130263      -1.0564      0.85461
23065        1   19532158   19588053     82       9  130263      0.13839      0.44497
51154        1   19568075   19596622     57       8  130263     -0.19595      0.57767
22977        1   19599057   19625280     23       5  130263      0.84686      0.19854
8574         1   19619202   19648640     49       9  130263       2.0745     0.019015
54896        1   19628740   19668925     87      10  130263       1.9401     0.026184
832          1   19655267   19822066    350      17  130263       1.9515     0.025496
440574       1   19913471   19966315     55       9  130263      0.85102      0.19738
100532736    1   19913471   19994949    110      19  130263      0.77158      0.22018
4681         1   19959723   19994949     68      15  130263      0.70643      0.23996
3362         1   19981780   20016055     55       6  130263       0.3626      0.35845
255104       1   19998706   20136424    202      31  130263      -1.0258      0.84751
54546        1   20130522   20151771     54      14  130263      -1.4177      0.92186
23252        1   20198356   20249438     49       6  130263      0.23061      0.40881
30814        1   20236800   20260110     40       7  130263      0.41018      0.34084
5320         1   20291924   20316932     47       8  130263     -0.82179       0.7944
5322         1   20376157   20428394     83      11  130263      -1.6556       0.9511
26279        1   20429143   20456059     43      11  130263     -0.67507      0.75019
64600        1   20455823   20486879     32      10  130263       1.3955     0.081433
391013       1   20480484   20511687     44       8  130263      0.97441      0.16493
127733       1   20502578   20532540     17       3  130263     -0.14868       0.5591
127731       1   20607412   20691662    123      11  130263       2.5594    0.0052431
55450        1   20798884   20822728     19       5  130263       1.8729      0.03054
79594        1   20815941   20844674     24       3  130263       2.1742     0.014844
163933       1   20868932   20891513     47       8  130263        1.903     0.028521
978          1   20905444   20955401    163      17  130263     -0.78142      0.78272
65018        1   20949948   20988004     94       9  130263     -0.11621      0.54626
1650         1   20968260   20998037     67       7  130263     -0.51487      0.69668
57576        1   20980475   21054317    153      31  130263       1.5099     0.065539
400745       1   21036225   21069133     60       9  130263        2.939    0.0016465
50809        1   21059170   21123808     55       4  130263       2.4134    0.0079025
8672         1   21122785   21513381    345       9  130263       2.3701    0.0088921
1889         1   21533740   21682034    159      21  130263       3.1256   0.00088719
84224        1   21756583   21821393    108       8  130263     -0.21771      0.58617
249          1   21825475   21914905    186      22  130263     -0.99953      0.84123
5909         1   21912708   22006010    197      35  130263       1.0374      0.14977
84196        1   21994791   22119688    116      12  130263       2.0975     0.017976
401944       1   22128758   22161714     41       8  130263      0.56313      0.28667
3339         1   22138737   22273750    150      13  130263       1.6208     0.052528
23436        1   22293418   22325847     68       9  130263      0.38095      0.35162
10136        1   22318149   22349035     49       7  130263      0.94438      0.17249
998          1   22369120   22429439     37       3  130263       3.0522     0.001136
54361        1   22433798   22480474     51       8  130263       2.7684    0.0028163
9923         1   22768344   22867650     76       6  130263     -0.19176      0.57604
2046         1   22880004   22940087    119      17  130263     -0.40163      0.65602
712          1   22953118   22976175     49       5  130263     -0.46994       0.6808
714          1   22959969   22984603     62       6  130263     -0.43155      0.66696
713          1   22969682   22998130     59       7  130263      0.27869      0.39024
2048         1   23027263   23251823    311      34  130263       1.9378     0.026323
646262       1   23269536   23309524     75       9  130263    -0.081411      0.53244
729059       1   23327327   23352343     18       3  130263     0.076144      0.46965
23028        1   23335937   23420184     64       4  130263      0.22805      0.40981
7798         1   23400516   23514301    114       8  130263     -0.21338      0.58448
3352         1   23508388   23531222     53       3  130263     -0.50909      0.69466
10236        1   23625953   23681143     26       2  130263       1.8896     0.029404
80818        1   23675941   23706357     45       4  130263        1.446     0.074082
6920         1   23697555   23761269     88      12  130263       0.6217      0.26707
55616        1   23745056   23820750     65       6  130263      0.44114      0.32956
1870         1   23822920   23867712     39       6  130263    -0.030947      0.51234
3399         1   23874421   23896285     24       6  130263     -0.34582      0.63526
6135         1   24008269   24032915     20       4  130263       -1.292      0.90182
6924         1   24059856   24098549     15       4  130263     -0.20935      0.58291
57095        1   24094876   24124722      7       2  130263       0.6698      0.25149
11313        1   24107275   24132029      6       2  130263      0.69184      0.24452
2582         1   24112089   24137294     13       2  130263      0.51025      0.30494
3155         1   24118367   24175110     35       2  130263      0.13456      0.44648
2517         1   24161567   24204859     75       3  130263      0.18738      0.42568
1269         1   24187005   24295549    159      10  130263      0.18918      0.42498
55629        1   24276301   24299952      2       1  130263      -1.1435      0.87358
10772        1   24282935   24316953      2       1  130263      -1.1435      0.87358
127294       1   24372531   24448665    153      15  130263      0.26717      0.39467
58985        1   24436261   24479783     58      10  130263      0.36319      0.35823
163702       1   24470647   24523765    127      16  130263      0.81537      0.20743
57822        1   24635812   24700972     70      14  130263      0.95141       0.1707
90529        1   24673489   24751587    112      10  130263       1.3436     0.089545
57185        1   24732245   24809473    122       9  130263       1.7065     0.043962
11123        1   24818841   24873510     82       8  130263       1.2563      0.10449
400746       1   24872567   24945819    204      24  130263       1.3596     0.086971
10250        1   24959594   25009772     22       3  130263        1.695     0.045036
25932        1   25061760   25180815     54       3  130263      0.67347      0.25033
864          1   25216002   25301648    143      19  130263      0.67167       0.2509
25949        1   25538767   25569013      2       1  130263       1.4553     0.072789
57035        1   25558740   25584010      3       1  130263    -0.091791      0.53657
6007         1   25588884   25666936      1       1  130263      -1.1226       0.8692
23585        1   25654789   25698852     15       2  130263      0.34347      0.36562
6006         1   25677853   25757363     48       2  130263    -0.051719      0.52062
55219        1   25747388   25836700     81       2  130263    -0.084737      0.53376
26119        1   25860071   25905377     58       7  130263     -0.46463       0.6789
57134        1   25933959   26121258    128      15  130263     -0.42365      0.66409
57190        1   26116667   26154713     58       4  130263      -1.3197      0.90653
56181        1   26136397   26169433     48       2  130263     -0.99691       0.8406
79000        1   26148414   26195939     66       2  130263     -0.79112      0.78556
164091       1   26177975   26212461     28       3  130263     -0.11802      0.54697
3925         1   26200670   26243368     36       2  130263      0.55971      0.28784
5051         1   26276258   26336366     82       5  130263      0.59893      0.27461
2134         1   26338266   26372955     37       4  130263      -1.2135      0.88754
7780         1   26354513   26383439     34       3  130263      -1.2004      0.88501
84676        1   26367792   26404142     58       4  130263      -1.1965      0.88425
149420       1   26427656   26462039     54       1  130263      -1.7284      0.95804
79927        1   26475511   26499119     41       6  130263      0.20288      0.41962
51042        1   26486388   26507364     40       5  130263      0.50241      0.30769
10256        1   26493981   26526375     61       7  130263       1.1301      0.12923
378807       1   26507119   26539033     59      11  130263       0.7736      0.21958
64793        1   26550644   26615529    151      10  130263       2.1097      0.01744
83442        1   26596213   26618013     59       6  130263       2.0895     0.018333
91544        1   26598773   26654756    138       9  130263       1.9976     0.022882
1043         1   26634411   26657014     59       7  130263       2.1193     0.017032
55057        1   26638350   26690621    139      16  130263        1.373     0.084878
257101       1   26678125   26711023     87      11  130263      0.15287      0.43925
79727        1   26727269   26766219     47       8  130263      0.21765      0.41385
79947        1   26748773   26807797     50       7  130263    -0.028155      0.51123
3151         1   26788902   26813133     21       4  130263       -1.286      0.90078
6195         1   26846249   26911520     87      11  130263      0.13771      0.44523
101928728    1   27008623   27032896      8       2  130263       2.0415     0.020601
8289         1   27012522   27118601     53       3  130263       2.2476       0.0123
55650        1   27103739   27134894      4       2  130263       2.0962     0.018032
84243        1   27143201   27194092     25       3  130263       1.9568     0.025187
2810         1   27179633   27200947      9       2  130263       1.6269      0.05188
54707        1   27195872   27226869     15       2  130263       1.7244      0.04232
63906        1   27206979   27236962     14       2  130263       1.7931     0.036477
8431         1   27227975   27250567     13       2  130263        1.701     0.044474
10726        1   27238187   27283362     16       3  130263       1.8359     0.033184
126695       1   27266047   27296901     10       2  130263       1.7667     0.038635
388610       1   27310189   27337377      3       2  130263       2.6594    0.0039143
115572       1   27321511   27349333      4       2  130263       2.0649     0.019468
6548         1   27415300   27491621     41       2  130263       3.0951   0.00098368
23038        1   27551007   27645124     47       5  130263       1.2537      0.10497
84065        1   27638636   27672891     27       5  130263     -0.37108      0.64471
84958        1   27658483   27690423     29       5  130263      0.65013       0.2578
9064         1   27671670   27703558     20       4  130263       1.1428      0.12656
8547         1   27685601   27711315     15       3  130263       0.9822        0.163
388611       1   27695596   27719823      8       2  130263      0.81902      0.20639
2827         1   27709148   27732318      5       2  130263      0.63485      0.26276
10163        1   27720734   27826678     56       1  130263      0.81466      0.20763
27245        1   27850756   27940463      8       3  130263        2.244     0.012416
2268         1   27928800   27971727     11       4  130263       1.9661     0.024644
2537         1   27982572   28008724     17       2  130263       -1.475       0.9299
199870       1   28042490   28099426     55       1  130263      0.26283      0.39634
23673        1   28089694   28160963     34       2  130263      -0.4154      0.66108
5511         1   28147252   28188183     18       2  130263      -2.5188      0.99411
9473         1   28189055   28223196     53       7  130263      0.20316       0.4195
6118         1   28208035   28251255     76       5  130263    -0.079854      0.53182
27293        1   28251456   28295663     93       8  130263      0.62141      0.26717
55113        1   28276504   28304604     28       7  130263      0.21655      0.41428
2140         1   28286855   28425173    124       8  130263      0.15192      0.43963
5724         1   28463677   28530447     26       2  130263       1.4524     0.073198
22826        1   28516789   28569542     65       2  130263       1.3989     0.080921
93974        1   28552602   28574616     33       1  130263       1.3735     0.084792
83667        1   28575963   28619002     34       2  130263       1.1058      0.13441
54797        1   28645513   28672478     17       2  130263       2.9937    0.0013781
65979        1   28686093   28836881    199       2  130263       2.6955    0.0035144
1104         1   28822455   28875708     30       2  130263       2.6514    0.0040085
54952        1   28869529   28915057     27       2  130263       2.9533    0.0015718
115273       1   28908712   28931098      6       2  130263       3.0663    0.0010836
6883         1   28919608   28985416     24       2  130263       3.7506   8.8195e-05
10691        1   28985234   29052115     47       3  130263       1.7206     0.042665
51441        1   29053133   29106287     36       2  130263      0.85546      0.19615
4985         1   29128654   29200208    113      13  130263       3.3755   0.00036844
2035         1   29203603   29456558    205      15  130263       1.6048      0.05427
399474       1   29435937   29460421     27       3  130263       1.1322      0.12877
6429         1   29464250   29518637     55       7  130263       1.1808      0.11884
51102        1   29509385   29567460     74       6  130263      0.85336      0.19673
10076        1   29553028   29663325    145      17  130263      0.98939      0.16124
4146         1   31174124   31206432    100       9  130263       2.4621    0.0069064
7805         1   31195315   31240683     68      15  130263       1.9039     0.028464
9672         1   31332313   31391480     68      18  130263       1.7354     0.041333
9698         1   31394353   31548838    115       6  130263       1.5342     0.062496
79570        1   31642592   31722734    191      14  130263       1.2635      0.10321
9410         1   31722415   31779644     83       4  130263        2.055     0.019942
51538        1   31759832   31848569    124       5  130263       2.1655     0.015176
2170         1   31828100   31855923     31       4  130263       2.3956     0.008296
347735       1   31872412   31917527    102       7  130263      0.91347       0.1805
64129        1   32032086   32063290     22       7  130263      0.46533      0.32085
3061         1   32073290   32103214     31       2  130263       1.1538       0.1243
553115       1   32085463   32120838     30       2  130263       1.1382      0.12752
1307         1   32107848   32179768     75      10  130263      0.26732      0.39461
576          1   32182718   32240494     28       5  130263      -1.5807      0.94302
90853        1   32246023   32291630     50       8  130263      -1.0574      0.85484
8073         1   32362022   32413988     20       3  130263     0.090518      0.46394
10657        1   32469295   32536460     12       2  130263      -2.2206      0.98681
55116        1   32528503   32578467     29       2  130263     -0.82055      0.79405
23633        1   32563644   32652169     40       1  130263     -0.32927      0.62902
200081       1   32635293   32673886     22       2  130263     -0.41008      0.65913
79140        1   32656202   32680991     18       3  130263     -0.38583      0.65019
55721        1   32661236   32684288     15       3  130263      -0.4065      0.65781
149069       1   32664695   32691797     22       3  130263     -0.36143      0.64111
56063        1   32670040   32697954     23       2  130263     -0.21363      0.58458
8668         1   32677971   32707205     29       2  130263      0.34922      0.36346
84734        1   32702818   32724461     24       2  130263       1.1228      0.13077
3932         1   32706840   32761766     22       4  130263       1.1607      0.12288
3065         1   32747708   32809227      3       2  130263      0.71586      0.23704
81629        1   32808365   32840098      2       1  130263       1.9709     0.024366
100128071    1   32816871   32837844      2       1  130263       1.9709     0.024366
55108        1   32820704   32870062      3       1  130263       1.5257     0.063544
728116       1   32920658   32963460     11       2  130263     -0.28342      0.61157
653121       1   32994772   33081542     58       5  130263      -1.2059      0.88608
339487       1   33076421   33126565     59       2  130263     -0.78082      0.78254
5928         1   33106749   33161812     64       3  130263     -0.60919       0.7288
81493        1   33135507   33178361     40       3  130263      -0.6365      0.73778
57648        1   33197492   33250571     41       8  130263      0.37063      0.35546
8565         1   33230840   33293633     43       3  130263       0.9638      0.16757
64766        1   33272368   33334480     33       3  130263       1.1779      0.11941
252995       1   33317869   33348093     15       2  130263       1.4505     0.073462
3208         1   33341688   33370247      8       3  130263       1.6441     0.050074
113452       1   33350196   33377041      5       2  130263       1.9015      0.02862
127544       1   33392050   33440467     34       2  130263       1.1568      0.12368
204          1   33463541   33512512     38       1  130263      0.85186      0.19715
113451       1   33536711   33596132     39       2  130263       1.2938     0.097862
55223        1   33601000   33657671     69       3  130263       1.8682     0.030867
149076       1   33711908   33776321     49       5  130263        1.901     0.028653
127550       1   33762367   33796699     43       6  130263       0.5422      0.29384
1912         1   33779224   33851194    102       9  130263      0.44051      0.32979
7579         1   33928232   33972105     60       5  130263       2.6106     0.004519
114784       1   33969609   34641443   1007      97  130263      0.79711      0.21269
127540       1   34316076   34340392     13       3  130263      -1.3736      0.91522
84970        1   34622624   34694732    128      16  130263       2.5088    0.0060574
2709         1   35210648   35234113     52       9  130263      0.32531      0.37247
127534       1   35215342   35239325     56       7  130263     -0.16008      0.56359
2707         1   35236790   35261967     53       9  130263     -0.50578       0.6935
2701         1   35248559   35271351     50       8  130263     -0.10885      0.54334
113444       1   35305963   35335417     40      11  130263      0.62133      0.26719
58512        1   35321037   35401083     59      15  130263       3.2264   0.00062686
100506144    1   35437127   35460948     14       1  130263       1.3744     0.084653
9204         1   35441766   35507569     46       2  130263       1.5207     0.064172
79830        1   35515387   35591460     56       4  130263       2.4264     0.007624
6421         1   35631981   35668766     45       3  130263       1.8898     0.029389
9202         1   35724444   35897545     95       3  130263       2.4542    0.0070597
79932        1   35889091   36033037     71       3  130263       2.1339     0.016426
23154        1   36013311   36042380     14       2  130263       2.2868     0.011104
339488       1   36028971   36070929     16       2  130263       2.5143    0.0059633
