GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
79363        1   16548182   16573659     64      10  933970       1.1268      0.12992
54455        1   16563339   16688965    314      16  933970       2.0625      0.01958
26099        1   16683525   16734643    141      18  933970       2.0353     0.020913
374955       1   16712101   16773919    194      37  933970       1.0149      0.15508
55707        1   16757167   16796585    143      27  933970      -0.1202      0.54784
100133301    1   16855561   16876198      4       2  933970      -1.3423      0.91025
729574       1   16989498   17010007     20       7  933970       1.3593     0.087028
9696         1   17238445   17309474    156      27  933970     -0.24646      0.59734
4237         1   17290997   17318081     83      19  933970     -0.34613      0.63538
23400        1   17302453   17348467    120      20  933970     -0.57052      0.71584
6390         1   17335217   17390665    203      22  933970      -1.2403      0.89256
11240        1   17383256   17455948    353      26  933970     -0.68477      0.75325
29943        1   17521621   17582501    347      73  933970      0.24171       0.4045
51702        1   17565593   17620728    295      35  933970     -0.78762      0.78454
23569        1   17624690   17700495    440      34  933970     -0.42635      0.66507
353238       1   17688741   17738195    278      23  933970       1.5968     0.055159
55920        1   17723251   17776250    179      25  933970        1.322      0.09308
55160        1   17836693   18034370    677      82  933970   -0.0033373      0.50133
81569        1   18071808   18163558    303      32  933970       1.3625     0.086517
84966        1   18424240   18714977   1338     177  933970     -0.50536      0.69335
127707       1   18797424   18822540    134      23  933970       -2.343      0.99044
5081         1   18947500   19085360    562     101  933970      0.47383      0.31781
80834        1   19156093   19196155    281      38  933970      0.74783      0.22728
8659         1   19187924   19239293    327      38  933970     -0.20654      0.58181
126917       1   19220774   19292826    335      44  933970     -0.43593      0.66856
23352        1   19391000   19546812    409      29  933970       1.0383      0.14957
23065        1   19532158   19588053    222      29  933970        1.694     0.045129
51154        1   19568075   19596622    146      20  933970       1.3706     0.085245
22977        1   19599057   19625280    107      10  933970      0.75505      0.22511
8574         1   19619202   19648640    109      25  933970      0.44568      0.32791
54896        1   19628740   19668925    186      30  933970      0.18433      0.42688
832          1   19655267   19822066    753      41  933970      0.75481      0.22518
440574       1   19913471   19966315    228      25  933970     -0.57569      0.71759
100532736    1   19913471   19994949    341      38  933970     -0.65596      0.74407
4681         1   19959723   19994949    147      35  933970     -0.39512      0.65362
3362         1   19981780   20016055    129      19  933970      0.95285      0.17033
255104       1   19998706   20136424    582      71  933970       2.9743    0.0014684
54546        1   20130522   20151771    126      31  933970     -0.39393      0.65318
23252        1   20198356   20249438    163      30  933970      0.95135      0.17071
30814        1   20236800   20260110    100      24  933970      0.27806      0.39048
5320         1   20291924   20316932    112      27  933970      0.49722      0.30952
5322         1   20376157   20428394    222      36  933970     -0.60547      0.72757
26279        1   20429143   20456059    112      34  933970     -0.30497       0.6198
64600        1   20455823   20486879     89      35  933970     -0.41823      0.66211
391013       1   20480484   20511687     91      22  933970      0.71327      0.23784
127733       1   20502578   20532540     81      17  933970      0.95191      0.17057
127731       1   20607412   20691662    342      33  933970       2.9836    0.0014244
55450        1   20798884   20822728     54      17  933970        1.937     0.026375
79594        1   20815941   20844674     83      18  933970        2.253     0.012128
163933       1   20868932   20891513    102      21  933970        3.294    0.0004938
978          1   20905444   20955401    247      29  933970       2.3429    0.0095681
65018        1   20949948   20988004    171      21  933970       1.5494     0.060646
1650         1   20968260   20998037    133      21  933970        1.265      0.10294
57576        1   20980475   21054317    314      63  933970       1.4963     0.067294
400745       1   21036225   21069133    125      26  933970       1.6877     0.045737
50809        1   21059170   21123808    161      23  933970     -0.41165       0.6597
8672         1   21122785   21513381    904      39  933970      0.11633       0.4537
1889         1   21533740   21682034    578      63  933970       1.0939        0.137
84224        1   21756583   21821393    247      28  933970     -0.28832      0.61345
249          1   21825475   21914905    428      47  933970      0.64581       0.2592
5909         1   21912708   22006010    399      63  933970       1.9813     0.023777
84196        1   21994791   22119688    479      46  933970       1.8165     0.034648
401944       1   22128758   22161714    131      37  933970        2.569    0.0050998
3339         1   22138737   22273750    516      48  933970       2.3322    0.0098439
23436        1   22293418   22325847    164      26  933970      0.97705      0.16427
10136        1   22318149   22349035    121      23  933970       1.7241     0.042342
998          1   22369120   22429439    195      30  933970       1.4961     0.067308
54361        1   22433798   22480474    181      34  933970       1.2518      0.10532
9923         1   22768344   22867650    230      33  933970      0.27778      0.39059
2046         1   22880004   22940087    235      40  933970      -1.1933      0.88363
712          1   22953118   22976175     90      13  933970      -1.1472      0.87435
714          1   22959969   22984603    114      15  933970    -0.072439      0.52887
713          1   22969682   22998130    113      17  933970       0.5295      0.29823
2048         1   23027263   23251823    754      89  933970      0.76389      0.22247
646262       1   23269536   23309524    121      19  933970     0.087895      0.46498
729059       1   23327327   23352343     46      12  933970     -0.57476      0.71727
23028        1   23335937   23420184    142      18  933970     0.015792       0.4937
7798         1   23400516   23514301    280      25  933970      -1.1987      0.88467
3352         1   23508388   23531222     93      10  933970      0.27995      0.38976
10236        1   23625953   23681143    131      20  933970       2.2117     0.013492
80818        1   23675941   23706357     86      14  933970      0.66823      0.25199
6920         1   23697555   23761269    215      38  933970     -0.10245       0.5408
55616        1   23745056   23820750    257      24  933970    -0.073062      0.52912
1870         1   23822920   23867712    104      20  933970       1.1489      0.12529
3399         1   23874421   23896285     60      19  933970      0.69158       0.2446
6135         1   24008269   24032915     58      12  933970      0.50681      0.30614
6924         1   24059856   24098549     62      18  933970      0.75451      0.22527
57095        1   24094876   24124722     36      18  933970      -0.4449       0.6718
11313        1   24107275   24132029     32      17  933970      -0.6832      0.75276
2582         1   24112089   24137294     35      12  933970     -0.68954      0.75476
3155         1   24118367   24175110     90      13  933970    -0.047311      0.51887
2517         1   24161567   24204859    134      10  933970     -0.44437      0.67161
1269         1   24187005   24295549    300      21  933970     -0.45966      0.67712
55629        1   24276301   24299952      2       1  933970     -0.69597      0.75678
10772        1   24282935   24316953      3       1  933970        -1.32      0.90658
127294       1   24372531   24448665    339      39  933970      0.55151      0.29064
58985        1   24436261   24479783    187      36  933970      0.76068      0.22342
163702       1   24470647   24523765    246      41  933970      0.87217      0.19156
57822        1   24635812   24700972    219      51  933970        2.606    0.0045808
90529        1   24673489   24751587    268      24  933970       2.2512     0.012185
57185        1   24732245   24809473    288      31  933970        2.096     0.018042
11123        1   24818841   24873510    215      30  933970      0.36185      0.35873
400746       1   24872567   24945819    335      38  933970        1.433     0.075936
10250        1   24959594   25009772     63      14  933970       1.5104     0.065465
25932        1   25061760   25180815    197      29  933970      0.59182      0.27699
864          1   25216002   25301648    302      47  933970         2.45    0.0071425
25949        1   25538767   25569013     36      18  933970       2.8044    0.0025208
57035        1   25558740   25584010     39      22  933970       2.6703    0.0037894
6007         1   25588884   25666936     57      18  933970       2.6104    0.0045223
23585        1   25654789   25698852     72      13  933970       2.0677     0.019332
6006         1   25677853   25757363    166      21  933970       1.6811     0.046369
55219        1   25747388   25836700    198      15  933970       1.1902      0.11698
26119        1   25860071   25905377    147      27  933970       0.1011      0.45973
57134        1   25933959   26121258    529      50  933970     0.089077      0.46451
57190        1   26116667   26154713    111      12  933970    -0.088122      0.53511
56181        1   26136397   26169433     86       7  933970      0.19956      0.42091
79000        1   26148414   26195939    108       7  933970     -0.06983      0.52784
164091       1   26177975   26212461     65      12  933970     0.015774      0.49371
3925         1   26200670   26243368     86      13  933970       1.0118      0.15581
5051         1   26276258   26336366    170      17  933970        2.634    0.0042193
2134         1   26338266   26372955     83      16  933970       3.6965   0.00010929
7780         1   26354513   26383439     77      13  933970       3.3067   0.00047204
84676        1   26367792   26404142    116      15  933970       4.7807    8.734e-07
149420       1   26427656   26462039     99       5  933970       4.4747   3.8253e-06
79927        1   26475511   26499119     97      22  933970        3.809   6.9767e-05
51042        1   26486388   26507364     87      16  933970       2.9936    0.0013786
10256        1   26493981   26526375    126      20  933970       3.9385   4.1005e-05
378807       1   26507119   26539033    116      25  933970       4.2132   1.2587e-05
64793        1   26550644   26615529    229      20  933970       2.6271    0.0043052
83442        1   26596213   26618013     88      12  933970       3.1117   0.00092994
91544        1   26598773   26654756    201      17  933970       3.2336   0.00061115
1043         1   26634411   26657014     83      12  933970       3.3316   0.00043179
55057        1   26638350   26690621    205      28  933970       3.0962   0.00098022
257101       1   26678125   26711023    157      25  933970       2.7371    0.0030989
79727        1   26727269   26766219    109      25  933970       3.4851   0.00024597
79947        1   26748773   26807797    124      25  933970       2.7674     0.002825
3151         1   26788902   26813133     57      15  933970       2.6571    0.0039409
6195         1   26846249   26911520    181      31  933970       2.6387    0.0041615
101928728    1   27008623   27032896     39      10  933970       3.0399    0.0011833
8289         1   27012522   27118601    175      16  933970       2.9029    0.0018487
55650        1   27103739   27134894     36      11  933970       2.6981    0.0034873
84243        1   27143201   27194092     87      15  933970       2.8333    0.0023033
2810         1   27179633   27200947     33       8  933970       2.9543    0.0015671
54707        1   27195872   27226869     56      12  933970       2.7503    0.0029775
63906        1   27206979   27236962     48      10  933970       2.6827    0.0036519
8431         1   27227975   27250567     42       7  933970       2.5858     0.004857
10726        1   27238187   27283362     93      18  933970       2.4372    0.0074007
126695       1   27266047   27296901     58       9  933970       2.3659    0.0089922
388610       1   27310189   27337377     57      11  933970      0.74758      0.22736
115572       1   27321511   27349333     56      14  933970      0.32919        0.371
6548         1   27415300   27491621    117      19  933970       0.8002       0.2118
23038        1   27551007   27645124    159      21  933970      0.15264      0.43934
84065        1   27638636   27672891     83      19  933970      0.34902      0.36354
84958        1   27658483   27690423    101      24  933970      0.49235      0.31124
9064         1   27671670   27703558     89      28  933970      0.94435       0.1725
8547         1   27685601   27711315     62      22  933970       1.9739     0.024196
388611       1   27695596   27719823     47      11  933970       2.1183     0.017074
2827         1   27709148   27732318     48      12  933970       1.9124     0.027911
10163        1   27720734   27826678    224      24  933970       2.4238    0.0076805
27245        1   27850756   27940463    135      29  933970    -0.016922      0.50675
2268         1   27928800   27971727     93      23  933970      0.57902      0.28129
2537         1   27982572   28008724     62      16  933970      0.14442      0.44259
199870       1   28042490   28099426    121       9  933970      0.53127      0.29762
23673        1   28089694   28160963    141      18  933970      0.28876      0.38638
5511         1   28147252   28188183     74      15  933970      0.34867      0.36367
9473         1   28189055   28223196    117      21  933970     -0.72642      0.76621
6118         1   28208035   28251255    152      17  933970     -0.70927      0.76092
27293        1   28251456   28295663    174      23  933970     -0.38015      0.64808
55113        1   28276504   28304604     85      24  933970     0.061921      0.47531
2140         1   28286855   28425173    452      36  933970      0.52418      0.30008
5724         1   28463677   28530447    121      30  933970      -1.3132      0.90544
22826        1   28516789   28569542    183      18  933970    -0.028225      0.51126
93974        1   28552602   28574616     84      10  933970     0.058011      0.47687
83667        1   28575963   28619002    130      19  933970     -0.57633       0.7178
54797        1   28645513   28672478     48      13  933970       1.8822     0.029906
65979        1   28686093   28836881    494      14  933970       1.9736     0.024213
1104         1   28822455   28875708    144      17  933970       1.8577     0.031608
54952        1   28869529   28915057     97      20  933970        2.177     0.014741
115273       1   28908712   28931098     33      14  933970       2.1889     0.014301
6883         1   28919608   28985416    109      24  933970       2.0689     0.019276
10691        1   28985234   29052115    116      16  933970        4.696   1.3265e-06
51441        1   29053133   29106287    120      21  933970       4.4905   3.5526e-06
4985         1   29128654   29200208    264      33  933970       1.8246     0.034028
2035         1   29203603   29456558    583      35  933970      0.60109      0.27389
399474       1   29435937   29460421     66      12  933970       0.7326       0.2319
6429         1   29464250   29518637    141      27  933970      0.87158      0.19172
51102        1   29509385   29567460    182      26  933970       1.1382      0.12753
10076        1   29553028   29663325    330      43  933970    -0.060318      0.52405
4146         1   31174124   31206432    152      17  933970      0.96865      0.16636
7805         1   31195315   31240683    170      48  933970     -0.48132      0.68486
9672         1   31332313   31391480    196      57  933970       2.3437    0.0095459
9698         1   31394353   31548838    448      32  933970       3.8588   5.6963e-05
79570        1   31642592   31722734    316      24  933970      -1.3844      0.91688
9410         1   31722415   31779644    188      16  933970      0.09494      0.46218
51538        1   31759832   31848569    266      16  933970     0.074954      0.47013
2170         1   31828100   31855923     71      11  933970      0.29413      0.38433
347735       1   31872412   31917527    192      21  933970       1.2805      0.10019
64129        1   32032086   32063290     68      27  933970      0.75189      0.22606
3061         1   32073290   32103214     63       7  933970        2.603    0.0046199
553115       1   32085463   32120838     71      10  933970       2.3533     0.009303
1307         1   32107848   32179768    202      40  933970       2.9904    0.0013933
576          1   32182718   32240494    136      15  933970       1.2757      0.10103
90853        1   32246023   32291630    127      22  933970      -1.2707      0.89808
8073         1   32362022   32413988    127      16  933970     -0.96758      0.83337
10657        1   32469295   32536460     71      30  933970       0.9571      0.16926
55116        1   32528503   32578467     80      15  933970      0.62228      0.26688
23633        1   32563644   32652169    127      18  933970      0.20428      0.41907
200081       1   32635293   32673886     64      14  933970      -1.3626      0.91349
79140        1   32656202   32680991     51      15  933970      -1.5675       0.9415
55721        1   32661236   32684288     46      15  933970     -0.60525      0.72749
149069       1   32664695   32691797     53      12  933970     -0.40596      0.65761
56063        1   32670040   32697954     53      10  933970     -0.50176      0.69208
8668         1   32677971   32707205     56       8  933970     -0.24105      0.59524
84734        1   32702818   32724461     52      10  933970       0.1349      0.44634
3932         1   32706840   32761766    104      32  933970       0.3165      0.37581
3065         1   32747708   32809227    100      17  933970    0.0085499      0.49659
65108        1   32789430   32811840     22      14  933970      -1.0659      0.85677
81629        1   32808365   32840098     41      13  933970      -1.3981      0.91896
100128071    1   32816871   32837844     27       9  933970      -1.0712      0.85797
55108        1   32820704   32870062     66      22  933970      0.22485      0.41105
728116       1   32920658   32963460     81      17  933970      0.18738      0.42568
653121       1   32994772   33081542    269      23  933970      0.76519      0.22208
339487       1   33076421   33126565    181      15  933970       2.4908     0.006373
5928         1   33106749   33161812    181      12  933970       2.4379    0.0073871
81493        1   33135507   33178361    124      12  933970       2.4815     0.006541
57648        1   33197492   33250571    102      27  933970        4.309   8.1999e-06
8565         1   33230840   33293633    138      21  933970       3.5868    0.0001674
64766        1   33272368   33334480    134      26  933970       3.6239    0.0001451
252995       1   33317869   33348093     59      18  933970       3.4448   0.00028575
3208         1   33341688   33370247     63      23  933970       3.0787    0.0010394
113452       1   33350196   33377041     45      14  933970       3.3378   0.00042215
127544       1   33392050   33440467    115      19  933970       3.0521    0.0011364
204          1   33463541   33512512    111      18  933970      0.45353      0.32508
113451       1   33536711   33596132    140      23  933970      0.43534      0.33166
55223        1   33601000   33657671    158      17  933970      0.53218       0.2973
149076       1   33711908   33776321    134      23  933970      0.60292      0.27328
127550       1   33762367   33796699     95      18  933970      0.68397        0.247
1912         1   33779224   33851194    218      27  933970        0.515      0.30328
7579         1   33928232   33972105    117      17  933970      -1.8356      0.96679
114784       1   33969609   34641443   2334     215  933970      0.92758      0.17681
127540       1   34316076   34340392     72      19  933970       1.0421      0.14867
84970        1   34622624   34694732    308      42  933970      0.12718       0.4494
2709         1   35210648   35234113    109      26  933970      0.86775      0.19277
127534       1   35215342   35239325    108      21  933970      0.50359      0.30727
2707         1   35236790   35261967    128      23  933970      -1.2852      0.90064
2701         1   35248559   35271351    117      23  933970      -1.2897      0.90142
113444       1   35305963   35335417     95      30  933970      -1.7726      0.96185
58512        1   35321037   35401083    162      50  933970      0.21336      0.41552
100506144    1   35437127   35460948     58      12  933970       1.8975     0.028881
9204         1   35441766   35507569    152      17  933970       1.8569     0.031665
79830        1   35515387   35591460    162      26  933970       2.1775     0.014721
