GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
984          1    1561100    1600473     54       6  247173     0.096227      0.46167
728661       1    1581486    1634243     84      10  247173     -0.30878      0.62126
728642       1    1623822    1665999    103       6  247173      -1.2722      0.89834
9906         1    1646277    1687438    110       8  247173        -1.97      0.97558
65220        1    1672671    1721508     64       5  247173      -1.5739      0.94225
2782         1    1706725    1832552    108       9  247173     -0.96464      0.83264
163688       1    1836266    1858733     66       7  247173      -1.5873      0.94378
339456       1    1839029    1860740     67       7  247173      -1.8346      0.96672
85452        1    1843390    1945276    336      22  247173      -2.3492      0.99059
2563         1    1940768    1972192     57       6  247173      -1.2908      0.90162
5590         1    1971909    2126834    325      20  247173      0.47115      0.31877
100506504    1    2103250    2125812     24       4  247173       1.5847     0.056516
199990       1    2105899    2154159     55       9  247173       1.3349     0.090951
6497         1    2150134    2251652    176      28  247173      0.88105      0.18914
79906        1    2241719    2333190    258      28  247173       1.2201      0.11121
11079        1    2313214    2346883     66      14  247173       3.0495     0.001146
5192         1    2326241    2354010     65      13  247173       2.4011    0.0081738
9651         1    2397754    2446964     82      10  247173      0.33416      0.36913
55229        1    2429975    2468061     61       5  247173    -0.077266      0.53079
388585       1    2450184    2471684     25       3  247173     0.085585       0.4659
8764         1    2477291    2505268     38       2  247173      0.75578      0.22489
127281       1    2507899    2532908     54       3  247173       1.1299      0.12925
79258        1    2512078    2574499    116       3  247173       1.0026      0.15803
100287898    1    2562807    2716230     85       7  247173      0.12334      0.45092
140625       1    2928046    2949467     27       2  247173       1.3802      0.08376
63976        1    2975565    3365185    787     104  247173       1.3702     0.085312
27237        1    3361147    3407677     78       7  247173       1.0396      0.14927
1953         1    3394506    3538059    318      54  247173      0.60924      0.27118
127262       1    3531556    3556695     45       6  247173     -0.76298      0.77726
49856        1    3537331    3576671     45       7  247173     -0.46231      0.67807
7161         1    3559129    3662765    214      37  247173       2.2607      0.01189
148870       1    3658965    3698209     79      12  247173       1.2742       0.1013
388588       1    3679352    3702546     59       6  247173     -0.48611      0.68656
57470        1    3686784    3723068     88       9  247173     -0.61207      0.72975
9731         1    3718645    3783797    228      12  247173     -0.22704       0.5898
1677         1    3763845    3811993    171      19  247173       1.5956     0.055292
339448       1    3795697    3826857     79       8  247173       2.0118     0.022121
55966        1    4705105    4853851    399      62  247173        1.087      0.13852
261734       1    5912870    6062618    237      13  247173       0.3503      0.36306
8514         1    6042358    6171253    192      31  247173     -0.25514      0.60069
26038        1    6151847    6250194    207      26  247173      0.68621      0.24629
6146         1    6235080    6269679     48       6  247173       2.4821    0.0065301
388591       1    6256189    6291359     47       7  247173       1.6338     0.051148
23463        1    6271253    6306044     43       6  247173     -0.84905      0.80207
390992       1    6294252    6315638     26       3  247173     -0.34084      0.63339
387509       1    6297406    6331035     47       4  247173     -0.60929      0.72883
11332        1    6314332    6463826    308      16  247173      0.14426      0.44265
54626        1    6465292    6494724     65       6  247173      0.77448      0.21932
83715        1    6474836    6531004     70       8  247173      0.60412      0.27288
8718         1    6510787    6537432      9       2  247173       0.8707      0.19196
57449        1    6516152    6590121    107      13  247173     -0.89819      0.81546
79707        1    6571407    6624658    127       3  247173      -1.7583      0.96065
80835        1    6604987    6649817     72       5  247173     -0.82366      0.79493
3104         1    6630051    6659340     30       7  247173     -0.56961      0.71553
9903         1    6640784    6672958     28       5  247173      -1.3741      0.91529
148479       1    6663756    6694093     26       4  247173       -0.631      0.73598
90326        1    6674925    6705646     33       4  247173     -0.51872      0.69802
55735        1    6684228    6771966    101       7  247173     -0.58741      0.72154
23261        1    6835384    7839766   1661     135  247173      0.80154      0.21141
9341         1    7821329    7851492     51      10  247173       2.8668    0.0020731
8863         1    7834413    7915241    155      16  247173       3.2032   0.00067945
10911        1    7897672    7923551     62      12  247173       4.1054   2.0181e-05
3604         1    7965931    8013225     59       7  247173       2.5126    0.0059918
11315        1    8011714    8055342     40       5  247173       4.7197   1.1807e-06
54206        1    8061779    8096393     23       3  247173       4.6221   1.8991e-06
50651        1    8368171    8414227     91      11  247173      0.98635      0.16198
473          1    8402464    8887699    413      13  247173       1.1876       0.1175
2023         1    8911059    8949151     44       4  247173       1.5293     0.063096
765          1    8995893    9045151    108      25  247173     -0.24424      0.59648
155184       1    9053359    9096404    115      22  247173      0.91264      0.18072
6518         1    9087005    9141763    155      17  247173     -0.50359      0.69272
80045        1    9153472    9199229     77       9  247173    -0.030234      0.51206
9563         1    9284822    9341396    129      15  247173      0.64156      0.26058
80176        1    9325202    9439591    289      40  247173      0.72459      0.23435
84275        1    9589528    9652831     50       3  247173       1.0122      0.15572
199953       1    9638932    9684935     38       3  247173       1.4673     0.071144
5293         1    9701789    9799172    108      16  247173       2.2431     0.012444
22883        1    9779079    9894550     93       5  247173      0.98688      0.16185
56998        1    9898334    9980316     47       4  247173      0.25609      0.39894
84328        1    9972168   10013460     57       6  247173       0.9497      0.17113
64802        1    9993486   10055556     63       6  247173        1.021      0.15363
116362       1   10047255   10086078     30       3  247173      0.57328      0.28323
10277        1   10083041   10251297     94      13  247173       2.5736    0.0050322
23095        1   10260606   10451664    268       7  247173       2.4406    0.0073307
5226         1   10448884   10490565     83       9  247173       4.1567   1.6146e-05
378708       1   10479944   10520239     85       8  247173       5.8114   3.0969e-09
100526739    1   10480159   10522060     87       8  247173       5.8269   2.8241e-09
1325         1   10499776   10522060     27       4  247173       5.7552   4.3274e-09
1676         1   10510588   10542613     40       7  247173       7.6536     9.77e-15
5195         1   10525003   10700815    282      18  247173       7.3891   7.3898e-14
54897        1   10686661   10866733    241      47  247173       3.8155   6.7965e-05
148345       1   10996530   11052094    130      15  247173     -0.39067      0.65198
23435        1   11062462   11095549     53       5  247173     -0.29185       0.6148
10747        1   11076580   11117296     60       5  247173     -0.91853      0.82083
6723         1   11104649   11130091     50       4  247173      -1.4138      0.92129
5394         1   11116675   11169961    119       4  247173      -1.4299      0.92363
2475         1   11156588   11332614    281       6  247173      -1.4939       0.9324
10218        1   11239346   11266038     35       2  247173      -1.3219       0.9069
29914        1   11323255   11358491     28       3  247173     -0.33793      0.63229
57540        1   11529295   11607640    146      11  247173      0.16776      0.43339
26232        1   11697924   11724888     38      12  247173         1.05      0.14686
93611        1   11704432   11733384     48      13  247173       1.1221      0.13091
26270        1   11714150   11744411     62      11  247173        1.896      0.02898
10459        1   11724537   11761678     82      16  247173       1.8749     0.030405
374946       1   11741781   11790336    104      21  247173      0.34543      0.36488
57085        1   11786142   11820828     61      10  247173     -0.10083      0.54016
284498       1   11813827   11859642    145      10  247173       1.4968     0.067221
4524         1   11835787   11876160    145       7  247173       1.6425     0.050242
1185         1   11856153   11913201    154       9  247173       1.5255     0.063566
4878         1   11895766   11917840     45       7  247173       1.6367     0.050848
4879         1   11907521   11928992     40       7  247173      0.53523      0.29625
90231        1   11969645   11996485     57       7  247173      0.41065      0.34066
5351         1   11984724   12045599    110      10  247173      0.41367      0.33956
9927         1   12030238   12083572    105       9  247173      0.76074      0.22341
60672        1   12069299   12102106     40       7  247173      0.70401      0.24071
943          1   12113434   12214264    155      33  247173     -0.72257      0.76503
7133         1   12217044   12279279    102      15  247173       1.0033      0.15786
55187        1   12280101   12582099    204      12  247173     -0.11833       0.5471
9249         1   12617939   12687820    162      24  247173       1.1724      0.12052
343066       1   12694566   12737097     36       4  247173      -1.7778      0.96228
126767       1   12766118   12798726     55       5  247173       0.7466      0.22765
93190        1   12796163   12831102     64       4  247173       1.1497      0.12514
390999       1   12824984   12848049     22       3  247173       1.7271     0.042079
65121        1   12841546   12866777     46       4  247173      0.75237      0.22591
440560       1   12874468   12901264     74       9  247173       1.5296     0.063056
343069       1   12897261   12918578     32      11  247173      0.79016      0.21472
65122        1   12906941   12931764     18       5  247173      0.29724      0.38314
400735       1   12929033   12956025     29       5  247173      0.16743      0.43352
343071       1   12942727   12968094     21       5  247173      0.10808      0.45697
441871       1   12966467   12990300      3       2  247173     -0.70952        0.761
440561       1   12988302   13017406     13       5  247173      0.63772      0.26183
653606       1   13025543   13048381      6       3  247173      0.47096      0.31884
441873       1   13130447   13155000      4       2  247173      -1.4605      0.92792
440563       1   13172960   13194326     46       5  247173      -1.3831      0.91669
645359       1   13206688   13229898      2       1  247173     -0.28233      0.61115
343068       1   13349819   13379057     18       7  247173     -0.10051      0.54003
391002       1   13376646   13400765     11       4  247173       1.0732      0.14159
645382       1   13401517   13424502      2       1  247173      0.70512      0.24037
343070       1   13411176   13438191      3       2  247173      0.35921      0.35972
400736       1   13437414   13462656      3       1  247173      0.73248      0.23194
391003       1   13464053   13487569     11       4  247173       1.0465      0.14766
654348       1   13485254   13508260      4       2  247173       1.2224      0.11077
653619       1   13631973   13658987      2       1  247173       2.5425    0.0055035
645414       1   13684889   13708405      6       3  247173     -0.98338      0.83729
391004       1   13706088   13729064      2       1  247173      0.40508      0.34271
645425       1   13726907   13757803      2       1  247173       -1.209      0.88667
126755       1   13791445   13850242    163      30  247173      -0.9668      0.83318
10630        1   13900252   13954452    127      24  247173      0.50957      0.30518
7799         1   14016714   14161574    139      19  247173      -0.2868      0.61287
23254        1   14209646   15454544   2729     231  247173      0.85912      0.19514
55092        1   15469028   15556974    325      21  247173       0.1875      0.42564
727684       1   15480692   15508120     65       8  247173      0.14722      0.44148
114827       1   15563730   15734767    334      32  247173       2.3701    0.0088905
79180        1   15726391   15766839     59      12  247173       3.4325   0.00029899
11330        1   15754938   15783153     38       6  247173      -0.6898      0.75484
63036        1   15773223   15808586     60       9  247173       0.5807      0.28072
51032        1   15792596   15827895     70       7  247173       1.8181     0.034521
842          1   15807896   15861407    142       6  247173       1.4313     0.076168
23341        1   15843343   15908228    118       5  247173       1.8373     0.033079
79814        1   15888194   15921605     99       6  247173       1.7924     0.036538
84301        1   15933953   16005539     93       2  247173       1.8806     0.030016
6248         1   15976364   15998217     26       2  247173       1.9446      0.02591
23207        1   16000632   16071264    101       5  247173       1.1867      0.11767
284723       1   16052721   16077884     26       3  247173       1.7065     0.043959
388595       1   16058987   16084292     28       4  247173       2.0425     0.020553
54751        1   16073107   16123089     63       8  247173      0.93407      0.17513
440567       1   16123657   16144194     35       5  247173      0.76398      0.22244
23013        1   16164359   16276951     87       6  247173       0.2482      0.40199
7709         1   16258364   16312627     46       6  247173      0.55306      0.29011
101928566    1   16292626   16333701     95       8  247173      0.29582      0.38368
149563       1   16320731   16343184     84       8  247173      0.83215      0.20266
27129        1   16330523   16356084     79       7  247173       1.2311      0.10915
1187         1   16338486   16370548    117      11  247173       1.5535     0.060149
1188         1   16360231   16393821    119      14  247173      0.93857      0.17398
348487       1   16374264   16410127     77       8  247173      0.22153      0.41234
1969         1   16440832   16492582     65      10  247173     -0.05323      0.52123
128272       1   16514599   16549104     73       4  247173       1.1185      0.13168
101927546    1   16541343   16563528     25       3  247173       2.0251     0.021427
79363        1   16548182   16573659     26       3  247173       1.9352     0.026482
54455        1   16563339   16688965    149       5  247173       2.5491    0.0053997
26099        1   16683525   16734643     48       5  247173       2.7379    0.0030916
374955       1   16712101   16773919     64      10  247173      0.91097      0.18116
55707        1   16757167   16796585     40       4  247173      0.71318      0.23787
100133301    1   16855561   16876198      5       1  247173     -0.36019      0.64065
55672        1   16878922   16950100     23      11  247173       -1.006      0.84279
729574       1   16989498   17010007     13       3  247173     -0.56427      0.71371
729587       1   17050447   17070956      1       1  247173      -1.2384      0.89222
11223        1   17071129   17100975      5       3  247173     -0.32921        0.629
9696         1   17238445   17309474     77       9  247173       0.7699      0.22068
4237         1   17290997   17318081     35       4  247173       1.1188      0.13162
23400        1   17302453   17348467     58       5  247173       1.1679      0.12143
6390         1   17335217   17390665    108       7  247173      0.88879      0.18706
11240        1   17383256   17455948    214      11  247173      0.47784      0.31638
29943        1   17521621   17582501    148      28  247173      0.68427       0.2469
51702        1   17565593   17620728    130      17  247173    -0.043215      0.51723
23569        1   17624690   17700495    277      17  247173       2.8454     0.002218
353238       1   17688741   17738195    166      12  247173       4.1766   1.4798e-05
55920        1   17723251   17776250     80       5  247173       3.4799   0.00025083
55160        1   17836693   18034370    242      20  247173       2.0585     0.019773
81569        1   18071808   18163558    160      15  247173       1.1653      0.12195
84966        1   18424240   18714977    643      86  247173       1.9303     0.026787
127707       1   18797424   18822540     77       9  247173       6.9458   1.8821e-12
5081         1   18947500   19085360    215      39  247173       1.7178     0.042916
80834        1   19156093   19196155    128      21  247173      0.19535      0.42256
8659         1   19187924   19239293     96      18  247173      0.46313      0.32164
126917       1   19220774   19292826    116      15  247173      0.55059      0.29096
23352        1   19391000   19546812    127       7  247173       -1.075      0.85881
23065        1   19532158   19588053     88       9  247173      -1.1887      0.88273
51154        1   19568075   19596622     63       8  247173     -0.33612      0.63161
22977        1   19599057   19625280     26       6  247173      0.95484      0.16983
8574         1   19619202   19648640     52       9  247173     -0.73611      0.76917
54896        1   19628740   19668925     94      10  247173     -0.12005      0.54778
832          1   19655267   19822066    365      18  247173      0.54901       0.2915
440574       1   19913471   19966315     59       9  247173      0.74835      0.22713
100532736    1   19913471   19994949    128      21  247173       1.2633      0.10324
4681         1   19959723   19994949     84      18  247173       1.4479     0.073816
3362         1   19981780   20016055     65       6  247173       1.6087     0.053837
255104       1   19998706   20136424    207      31  247173       2.8729    0.0020336
54546        1   20130522   20151771     56      15  247173       1.4729     0.070389
23252        1   20198356   20249438     52       6  247173      -0.8661      0.80678
30814        1   20236800   20260110     41       7  247173     -0.54447      0.70694
5320         1   20291924   20316932     50       8  247173      0.69348        0.244
5322         1   20376157   20428394     85      11  247173      -1.4789      0.93042
26279        1   20429143   20456059     43      11  247173     -0.50914      0.69467
64600        1   20455823   20486879     34      10  247173    0.0068806      0.49726
391013       1   20480484   20511687     46       8  247173      0.60907      0.27124
127733       1   20502578   20532540     20       3  247173      0.21939      0.41317
127731       1   20607412   20691662    126      11  247173      -1.6119       0.9465
55450        1   20798884   20822728     19       5  247173     -0.41841      0.66218
79594        1   20815941   20844674     25       4  247173     -0.32933      0.62905
163933       1   20868932   20891513     49       9  247173      0.30974      0.37838
978          1   20905444   20955401    186      18  247173      0.41279      0.33988
65018        1   20949948   20988004    100       9  247173       1.9332     0.026605
1650         1   20968260   20998037     73       7  247173       1.8405     0.032845
57576        1   20980475   21054317    163      32  247173       1.7304     0.041781
400745       1   21036225   21069133     60       9  247173      0.33565      0.36857
50809        1   21059170   21123808     59       4  247173      0.50185      0.30789
8672         1   21122785   21513381    387       8  247173      0.55052      0.29098
1889         1   21533740   21682034    166      22  247173      0.41353      0.33961
84224        1   21756583   21821393    131       9  247173      0.73616      0.23082
249          1   21825475   21914905    203      23  247173     -0.66564      0.74718
5909         1   21912708   22006010    205      35  247173     -0.58752      0.72157
84196        1   21994791   22119688    123      13  247173      0.43455      0.33194
401944       1   22128758   22161714     42       9  247173      0.22771      0.40993
3339         1   22138737   22273750    154      14  247173       1.9497     0.025608
23436        1   22293418   22325847    173      14  247173       2.1663     0.015144
10136        1   22318149   22349035    107       9  247173       2.5351    0.0056206
998          1   22369120   22429439     40       3  247173      0.93305       0.1754
54361        1   22433798   22480474     58       9  247173       2.3061     0.010553
9923         1   22768344   22867650     80       6  247173     -0.64764      0.74139
2046         1   22880004   22940087    140      18  247173      -0.2343      0.59262
712          1   22953118   22976175     53       5  247173      0.49678      0.30967
714          1   22959969   22984603     66       6  247173      0.82489      0.20472
713          1   22969682   22998130     60       7  247173      0.97207      0.16551
2048         1   23027263   23251823    318      34  247173      0.81426      0.20775
646262       1   23269536   23309524     83      10  247173       1.7537      0.03974
729059       1   23327327   23352343     20       2  247173       1.9904     0.023271
23028        1   23335937   23420184     66       4  247173       2.0429     0.020532
7798         1   23400516   23514301    123       9  247173       1.9233     0.027221
3352         1   23508388   23531222     58       3  247173      0.90591      0.18249
10236        1   23625953   23681143     28       2  247173      0.80684      0.20988
80818        1   23675941   23706357     47       5  247173       1.1207      0.13121
6920         1   23697555   23761269     94      12  247173      0.14155      0.44372
55616        1   23745056   23820750     71       6  247173       1.0233      0.15308
1870         1   23822920   23867712     55       8  247173       2.7797    0.0027201
3399         1   23874421   23896285     27       6  247173       2.0626     0.019577
6135         1   24008269   24032915     24       4  247173     -0.21087      0.58351
6924         1   24059856   24098549     15       4  247173     -0.88258      0.81127
57095        1   24094876   24124722      8       3  247173       0.4826      0.31469
11313        1   24107275   24132029      7       2  247173       0.6518      0.25727
2582         1   24112089   24137294     13       2  247173     0.066601      0.47345
3155         1   24118367   24175110     38       2  247173     -0.30737      0.62072
2517         1   24161567   24204859     89       4  247173      -0.6106      0.72927
1269         1   24187005   24295549    199      11  247173      0.25321      0.40005
55629        1   24276301   24299952      2       1  247173      0.47269      0.31822
10772        1   24282935   24316953      4       2  247173       0.4338      0.33222
127294       1   24372531   24448665    168      16  247173     -0.27576      0.60863
58985        1   24436261   24479783     59      10  247173     -0.20156      0.57987
163702       1   24470647   24523765    135      16  247173      0.19891      0.42117
57822        1   24635812   24700972     72      14  247173      0.38756      0.34917
90529        1   24673489   24751587    115      10  247173    -0.046448      0.51852
57185        1   24732245   24809473    127       9  247173     -0.56371      0.71352
11123        1   24818841   24873510     91       9  247173       1.5478     0.060836
400746       1   24872567   24945819    218      26  247173      0.16337      0.43511
10250        1   24959594   25009772     23       3  247173     -0.32988      0.62926
25932        1   25061760   25180815     62       3  247173       0.1438      0.44283
864          1   25216002   25301648    152      20  247173         3.66   0.00012612
25949        1   25538767   25569013      2       1  247173       1.9935     0.023106
57035        1   25558740   25584010      3       1  247173       2.3362    0.0097413
6007         1   25588884   25666936      4       2  247173      0.57944      0.28115
23585        1   25654789   25698852     15       2  247173       2.1818     0.014561
6006         1   25677853   25757363     65       2  247173        2.051     0.020133
55219        1   25747388   25836700     86       2  247173       2.1648     0.015203
26119        1   25860071   25905377     58       7  247173      0.71423      0.23754
57134        1   25933959   26121258    136      16  247173      0.48575      0.31357
57190        1   26116667   26154713     63       4  247173     -0.85613      0.80404
56181        1   26136397   26169433     49       2  247173     -0.41899      0.66239
79000        1   26148414   26195939     70       2  247173     -0.59354      0.72359
164091       1   26177975   26212461     31       3  247173      -1.4135      0.92124
3925         1   26200670   26243368     37       2  247173      -2.2124      0.98653
5051         1   26276258   26336366     87       4  247173      0.80906      0.20924
2134         1   26338266   26372955     41       4  247173        1.383     0.083335
7780         1   26354513   26383439     38       3  247173       1.6752     0.046947
84676        1   26367792   26404142     63       4  247173       0.7481       0.2272
149420       1   26427656   26462039     56       1  247173     -0.72536      0.76588
79927        1   26475511   26499119     41       6  247173       0.1572      0.43754
51042        1   26486388   26507364     41       5  247173       0.7576      0.22434
10256        1   26493981   26526375     67       8  247173       0.9532      0.17024
378807       1   26507119   26539033     64      11  247173       1.0514      0.14653
64793        1   26550644   26615529    156      10  247173      0.91523      0.18004
83442        1   26596213   26618013     60       6  247173      0.75465      0.22523
91544        1   26598773   26654756    143       9  247173      0.65851      0.25511
1043         1   26634411   26657014     64       8  247173      0.60781      0.27166
55057        1   26638350   26690621    144      16  247173      0.68567      0.24646
257101       1   26678125   26711023     88      11  247173       1.4701     0.070769
79727        1   26727269   26766219     50       8  247173      0.65812      0.25523
79947        1   26748773   26807797     52       7  247173       1.4912     0.067953
3151         1   26788902   26813133     23       4  247173       1.4374     0.075297
6195         1   26846249   26911520     91      11  247173       1.5876     0.056185
101928728    1   27008623   27032896      8       2  247173       1.9482     0.025695
8289         1   27012522   27118601     56       3  247173       2.0648     0.019472
55650        1   27103739   27134894      4       2  247173       1.5872     0.056236
84243        1   27143201   27194092     25       3  247173      0.74922      0.22686
2810         1   27179633   27200947     13       2  247173      0.31136      0.37776
54707        1   27195872   27226869     19       2  247173      0.30102       0.3817
63906        1   27206979   27236962     15       2  247173      0.51574      0.30302
8431         1   27227975   27250567     13       2  247173      0.57957       0.2811
10726        1   27238187   27283362     16       3  247173       1.0842      0.13914
126695       1   27266047   27296901     10       2  247173       1.7703     0.038337
388610       1   27310189   27337377      4       2  247173      0.70198      0.24135
115572       1   27321511   27349333      4       2  247173      0.65548      0.25608
6548         1   27415300   27491621     46       2  247173      0.53875      0.29503
23038        1   27551007   27645124     49       6  247173       3.9048   4.7146e-05
84065        1   27638636   27672891     27       5  247173       2.7899    0.0026362
84958        1   27658483   27690423     31       6  247173       1.8666     0.030975
9064         1   27671670   27703558     23       5  247173       1.6947     0.045065
8547         1   27685601   27711315     17       4  247173       1.6935     0.045184
388611       1   27695596   27719823     10       3  247173       1.5493     0.060656
2827         1   27709148   27732318      6       2  247173       1.1203      0.13128
10163        1   27720734   27826678     62       1  247173       1.5869     0.056269
27245        1   27850756   27940463      9       4  247173      0.36674      0.35691
2268         1   27928800   27971727     13       4  247173      -1.0139      0.84468
2537         1   27982572   28008724     20       3  247173      0.50705      0.30606
199870       1   28042490   28099426     59       1  247173      -1.8387      0.96702
23673        1   28089694   28160963     39       2  247173      -1.5721      0.94204
5511         1   28147252   28188183     22       2  247173     -0.47492      0.68258
9473         1   28189055   28223196     57       7  247173       0.6417      0.26053
6118         1   28208035   28251255     89       5  247173      0.80213      0.21124
27293        1   28251456   28295663    103       8  247173     -0.14666       0.5583
55113        1   28276504   28304604     29       7  247173      -1.6159      0.94694
2140         1   28286855   28425173    135       9  247173     -0.90717      0.81784
5724         1   28463677   28530447     30       3  247173     -0.70597       0.7599
22826        1   28516789   28569542     70       2  247173     -0.14104      0.55608
93974        1   28552602   28574616     40       1  247173    -0.030255      0.51207
83667        1   28575963   28619002     35       2  247173      -1.1696      0.87892
54797        1   28645513   28672478     20       2  247173     -0.19968      0.57913
65979        1   28686093   28836881    221       2  247173      0.29448       0.3842
1104         1   28822455   28875708     32       2  247173      0.27413      0.39199
54952        1   28869529   28915057     29       2  247173      0.51716      0.30252
115273       1   28908712   28931098      6       2  247173      0.53095      0.29773
6883         1   28919608   28985416     28       2  247173      0.42588       0.3351
10691        1   28985234   29052115     49       3  247173     -0.15193      0.56038
51441        1   29053133   29106287     39       2  247173       0.2442      0.40354
4985         1   29128654   29200208    123      13  247173       1.7716     0.038234
2035         1   29203603   29456558    222      16  247173       0.7329      0.23181
399474       1   29435937   29460421     27       3  247173     -0.37552      0.64636
6429         1   29464250   29518637     61       7  247173      0.51173      0.30442
51102        1   29509385   29567460     79       7  247173      0.03974      0.48415
10076        1   29553028   29663325    152      18  247173  -3.9419e-05      0.50002
4146         1   31174124   31206432    103       9  247173      0.79225      0.21411
7805         1   31195315   31240683     69      15  247173      0.21722      0.41402
9672         1   31332313   31391480     85      21  247173    -0.016514      0.50659
9698         1   31394353   31548838    124       7  247173        1.449      0.07367
79570        1   31642592   31722734    219      15  247173        2.007     0.022373
9410         1   31722415   31779644     89       4  247173       2.3458    0.0094933
51538        1   31759832   31848569    128       5  247173       2.3448    0.0095175
2170         1   31828100   31855923     32       4  247173       2.1022      0.01777
347735       1   31872412   31917527    108       8  247173        1.367     0.085814
64129        1   32032086   32063290     35       8  247173       2.2237     0.013083
3061         1   32073290   32103214     31       2  247173       1.7308     0.041741
553115       1   32085463   32120838     32       2  247173       1.5734     0.057813
1307         1   32107848   32179768     82      10  247173       1.1943      0.11618
576          1   32182718   32240494     29       5  247173       1.1212      0.13111
90853        1   32246023   32291630     51       8  247173      0.40643      0.34221
8073         1   32362022   32413988     22       3  247173       1.2544      0.10485
10657        1   32469295   32536460     12       2  247173     -0.31521       0.6237
55116        1   32528503   32578467     31       2  247173       1.4459     0.074097
23633        1   32563644   32652169     48       2  247173       1.4279     0.076663
200081       1   32635293   32673886     25       2  247173       1.3882     0.082536
79140        1   32656202   32680991     18       3  247173       1.2924     0.098101
55721        1   32661236   32684288     15       3  247173       1.2342      0.10857
149069       1   32664695   32691797     22       3  247173       1.2739      0.10135
56063        1   32670040   32697954     23       2  247173       1.2908     0.098387
8668         1   32677971   32707205     29       2  247173        1.296     0.097487
84734        1   32702818   32724461     24       2  247173      0.62049      0.26747
3932         1   32706840   32761766     23       4  247173     -0.61692      0.73136
3065         1   32747708   32809227      4       2  247173     -0.69509       0.7565
65108        1   32789430   32811840      1       1  247173      0.35915      0.35974
81629        1   32808365   32840098      2       1  247173      0.66179      0.25405
100128071    1   32816871   32837844      2       1  247173      0.66179      0.25405
55108        1   32820704   32870062      3       1  247173      0.27027      0.39348
728116       1   32920658   32963460     11       2  247173      0.35826      0.36007
653121       1   32994772   33081542     62       5  247173      0.18923      0.42496
339487       1   33076421   33126565     62       2  247173      0.23946      0.40537
5928         1   33106749   33161812     67       3  247173      0.40137      0.34407
81493        1   33135507   33178361     44       3  247173      0.61869      0.26806
57648        1   33197492   33250571     46       8  247173       1.1279      0.12967
8565         1   33230840   33293633     47       3  247173     -0.89399      0.81434
64766        1   33272368   33334480     33       3  247173      -1.0007       0.8415
252995       1   33317869   33348093     16       3  247173     -0.53962      0.70527
3208         1   33341688   33370247     10       3  247173      0.79368      0.21369
113452       1   33350196   33377041      6       2  247173      0.25718      0.39852
127544       1   33392050   33440467     36       2  247173      0.98455      0.16242
204          1   33463541   33512512     39       1  247173       1.0675      0.14287
113451       1   33536711   33596132     40       2  247173       1.3258     0.092455
55223        1   33601000   33657671     75       3  247173       1.0127       0.1556
149076       1   33711908   33776321     59       5  247173       1.9217     0.027324
127550       1   33762367   33796699     51       6  247173       1.2489      0.10586
